- 1131568353 2005.11.09 cn710 Nov 9 12:32:33 cn710/cn710 ntpd[19103]: synchronized to 10.100.18.250, stratum 3
- 1131569562 2005.11.09 cn21 Nov 9 12:52:42 cn21/cn21 ntpd[15500]: synchronized to 10.100.22.250, stratum 3
- 1131569569 2005.11.09 bn382 Nov 9 12:52:49 bn382/bn382 ntpd[29290]: synchronized to 10.100.22.250, stratum 3
- 1131569570 2005.11.09 cn953 Nov 9 12:52:50 cn953/cn953 ntpd[19786]: synchronized to 10.100.20.250, stratum 3
- 1131569571 2005.11.09 cn267 Nov 9 12:52:51 cn267/cn267 ntpd[11990]: synchronized to 10.100.22.250, stratum 3
- 1131569573 2005.11.09 cn643 Nov 9 12:52:53 cn643/cn643 ntpd[21963]: synchronized to 10.100.18.250, stratum 3
- 1131569577 2005.11.09 cn971 Nov 9 12:52:57 cn971/cn971 ntpd[19726]: synchronized to 10.100.22.250, stratum 3
- 1131569580 2005.11.09 cn624 Nov 9 12:53:00 cn624/cn624 ntpd[18555]: synchronized to 10.100.20.250, stratum 3
- 1131569583 2005.11.09 cn223 Nov 9 12:53:03 cn223/cn223 ntpd[9873]: synchronized to 10.100.18.250, stratum 3
- 1131569587 2005.11.09 cn49 Nov 9 12:53:07 cn49/cn49 ntpd[14580]: synchronized to 10.100.20.250, stratum 3
- 1131569592 2005.11.09 cn963 Nov 9 12:53:12 cn963/cn963 ntpd[19920]: synchronized to 10.100.20.250, stratum 3
- 1131569593 2005.11.09 cn763 Nov 9 12:53:13 cn763/cn763 ntpd[27810]: synchronized to 10.100.22.250, stratum 3
- 1131569596 2005.11.09 cn831 Nov 9 12:53:16 cn831/cn831 ntpd[28106]: synchronized to 10.100.20.250, stratum 3
- 1131569600 2005.11.09 bn424 Nov 9 12:53:20 bn424/bn424 ntpd[30101]: synchronized to 10.100.18.250, stratum 3
- 1131569600 2005.11.09 bn440 Nov 9 12:53:20 bn440/bn440 ntpd[29395]: synchronized to 10.100.20.250, stratum 3
- 1131569602 2005.11.09 cn721 Nov 9 12:53:22 cn721/cn721 ntpd[27474]: synchronized to 10.100.18.250, stratum 3
- 1131569605 2005.11.09 bn133 Nov 9 12:53:25 bn133/bn133 ntpd[22456]: synchronized to 10.100.18.250, stratum 3
- 1131569606 2005.11.09 bn106 Nov 9 12:53:26 bn106/bn106 ntpd[22697]: synchronized to 10.100.18.250, stratum 3
- 1131569606 2005.11.09 bn269 Nov 9 12:53:26 bn269/bn269 ntpd[23830]: synchronized to 10.100.18.250, stratum 3
- 1131569610 2005.11.09 cn880 Nov 9 12:53:30 cn880/cn880 ntpd[29120]: synchronized to 10.100.20.250, stratum 3
- 1131569612 2005.11.09 cn603 Nov 9 12:53:32 cn603/cn603 ntpd[19182]: synchronized to 10.100.20.250, stratum 3
- 1131569616 2005.11.09 bn220 Nov 9 12:53:36 bn220/bn220 ntpd[9908]: synchronized to 10.100.12.250, stratum 3
- 1131569628 2005.11.09 cn933 Nov 9 12:53:48 cn933/cn933 ntpd[29344]: synchronized to 10.100.18.250, stratum 3
- 1131569630 2005.11.09 cn639 Nov 9 12:53:50 cn639/cn639 ntpd[19588]: synchronized to 10.100.22.250, stratum 3
- 1131569634 2005.11.09 cn705 Nov 9 12:53:54 cn705/cn705 hal.hotplug[31561]: DEVPATH is not set
- 1131569634 2005.11.09 cn705 Nov 9 12:53:54 cn705/cn705 kernel: input: AT Translated Set 2 keyboard on isa0060/serio0
- 1131569634 2005.11.09 cn852 Nov 9 12:53:54 cn852/cn852 ntpd[28029]: synchronized to 10.100.20.250, stratum 3
- 1131569635 2005.11.09 cn522 Nov 9 12:53:55 cn522/cn522 ntpd[10424]: synchronized to 10.100.20.250, stratum 3
- 1131569641 2005.11.09 cn868 Nov 9 12:54:01 cn868/cn868 ntpd[28419]: synchronized to 10.100.20.250, stratum 3
- 1131569642 2005.11.09 cn705 Nov 9 12:54:02 cn705/cn705 -- root[2595]: ROOT LOGIN ON tty1
- 1131569642 2005.11.09 cn705 Nov 9 12:54:02 cn705/cn705 login(pam_unix)[2595]: session opened for user root by LOGIN(uid=0)
- 1131569644 2005.11.09 cn406 Nov 9 12:54:04 cn406/cn406 ntpd[17522]: synchronized to 10.100.22.250, stratum 3
- 1131569645 2005.11.09 bn35 Nov 9 12:54:05 bn35/bn35 ntpd[22710]: synchronized to 10.100.10.250, stratum 3
- 1131569645 2005.11.09 bn829 Nov 9 12:54:05 bn829/bn829 ntpd[21439]: synchronized to 10.100.18.250, stratum 3
- 1131569645 2005.11.09 cn705 Nov 9 12:54:05 cn705/cn705 init: Switching to runlevel: 6
- 1131569645 2005.11.09 cn705 Nov 9 12:54:05 cn705/cn705 login(pam_unix)[2595]: session closed for user root
- 1131569645 2005.11.09 cn705 Nov 9 12:54:05 cn705/cn705 shutdown: shutting down for system reboot
- 1131569646 2005.11.09 cn705 Nov 9 12:54:06 cn705/cn705 messagebus: messagebus shutdown failed
- 1131569646 2005.11.09 cn705 Nov 9 12:54:06 cn705/cn705 pbs_mom: pbs_mom shutdown succeeded
- 1131569646 2005.11.09 cn705 Nov 9 12:54:06 cn705/cn705 smartd: smartd shutdown failed
- 1131569646 2005.11.09 cn705 Nov 9 12:54:06 cn705/cn705 snmpd[3854]: Received TERM or STOP signal... shutting down...
- 1131569646 2005.11.09 cn705 Nov 9 12:54:06 cn705/cn705 sshd: sshd -TERM succeeded
- 1131569646 2005.11.09 cn705 Nov 9 12:54:06 cn705/cn705 sshd[2200]: Received signal 15; terminating.
- 1131569647 2005.11.09 cn705 Nov 9 12:54:07 cn705/cn705 acpid: acpid shutdown succeeded
- 1131569647 2005.11.09 cn705 Nov 9 12:54:07 cn705/cn705 netfs: Unmounting NFS filesystems: succeeded
- 1131569647 2005.11.09 cn705 Nov 9 12:54:07 cn705/cn705 ntpd: ntpd shutdown succeeded
- 1131569647 2005.11.09 cn705 Nov 9 12:54:07 cn705/cn705 ntpd[26133]: ntpd exiting on signal 15
- 1131569647 2005.11.09 cn705 Nov 9 12:54:07 cn705/cn705 snmpd: snmpd shutdown succeeded
- 1131569647 2005.11.09 cn705 Nov 9 12:54:07 cn705/cn705 xinetd: xinetd shutdown succeeded
- 1131569647 2005.11.09 cn705 Nov 9 12:54:07 cn705/cn705 xinetd[2243]: Exiting...
- 1131569649 2005.11.09 cn444 Nov 9 12:54:09 cn444/cn444 ntpd[11776]: synchronized to 10.100.18.250, stratum 3
- 1131569649 2005.11.09 cn522 Nov 9 12:54:09 cn522/cn522 ntpd[10424]: synchronized to 10.100.18.250, stratum 3
- 1131569649 2005.11.09 cn705 Nov 9 12:54:09 cn705/cn705 kernel: Kernel log daemon terminating.
- 1131569649 2005.11.09 cn705 Nov 9 12:54:09 cn705/cn705 kernel: Kernel logging (proc) stopped.
- 1131569649 2005.11.09 cn705 Nov 9 12:54:09 cn705/cn705 nfslock: lockd shutdown failed
- 1131569649 2005.11.09 cn705 Nov 9 12:54:09 cn705/cn705 nfslock: rpc.statd shutdown succeeded
- 1131569649 2005.11.09 cn705 Nov 9 12:54:09 cn705/cn705 portmap: portmap shutdown succeeded
- 1131569649 2005.11.09 cn705 Nov 9 12:54:09 cn705/cn705 rpc.statd[1823]: Caught signal 15, un-registering and exiting.
- 1131569650 2005.11.09 cn705 Nov 9 12:54:10 cn705/cn705 exiting on signal 15
- 1131569650 2005.11.09 cn705 Nov 9 12:54:10 cn705/cn705 syslog: klogd shutdown succeeded
- 1131569654 2005.11.09 bn714 Nov 9 12:54:14 bn714/bn714 ntpd[23397]: synchronized to 10.100.16.250, stratum 3
- 1131569654 2005.11.09 cn649 Nov 9 12:54:14 cn649/cn649 ntpd[19098]: synchronized to 10.100.20.250, stratum 3
- 1131569655 2005.11.09 cn692 Nov 9 12:54:15 cn692/cn692 ntpd[17144]: synchronized to 10.100.22.250, stratum 3
- 1131569656 2005.11.09 cn357 Nov 9 12:54:16 cn357/cn357 ntpd[9795]: synchronized to 10.100.20.250, stratum 3
- 1131569656 2005.11.09 cn990 Nov 9 12:54:16 cn990/cn990 ntpd[18995]: synchronized to 10.100.20.250, stratum 3
- 1131569661 2005.11.09 cn561 Nov 9 12:54:21 cn561/cn561 ntpd[17708]: synchronized to 10.100.18.250, stratum 3
- 1131569662 2005.11.09 bn287 Nov 9 12:54:22 bn287/bn287 ntpd[22800]: synchronized to 10.100.18.250, stratum 3
- 1131569669 2005.11.09 cn645 Nov 9 12:54:29 cn645/cn645 ntpd[19062]: synchronized to 10.100.22.250, stratum 3
- 1131569678 2005.11.09 bn849 Nov 9 12:54:38 bn849/bn849 ntpd[21813]: synchronized to 10.100.18.250, stratum 3
- 1131569686 2005.11.09 cn175 Nov 9 12:54:46 cn175/cn175 ntpd[9297]: synchronized to 10.100.22.250, stratum 3
- 1131569691 2005.11.09 cn283 Nov 9 12:54:51 cn283/cn283 ntpd[14517]: synchronized to 10.100.18.250, stratum 3
- 1131569692 2005.11.09 bn486 Nov 9 12:54:52 bn486/bn486 ntpd[29042]: synchronized to 10.100.18.250, stratum 3
- 1131569693 2005.11.09 cn859 Nov 9 12:54:53 cn859/cn859 ntpd[28794]: synchronized to 10.100.20.250, stratum 3
- 1131569694 2005.11.09 bn655 Nov 9 12:54:54 bn655/bn655 ntpd[23914]: synchronized to 10.100.18.250, stratum 3
- 1131569696 2005.11.09 cn714 Nov 9 12:54:56 cn714/cn714 ntpd[18847]: synchronized to 10.100.18.250, stratum 3
- 1131569705 2005.11.09 cn429 Nov 9 12:55:05 cn429/cn429 ntpd[19277]: synchronized to 10.100.18.250, stratum 3
- 1131569706 2005.11.09 bn293 Nov 9 12:55:06 bn293/bn293 ntpd[24101]: synchronized to 10.100.16.250, stratum 3
- 1131569707 2005.11.09 bn27 Nov 9 12:55:07 bn27/bn27 ntpd[22307]: synchronized to 10.100.20.250, stratum 3
- 1131569708 2005.11.09 cn462 Nov 9 12:55:08 cn462/cn462 ntpd[19359]: synchronized to 10.100.20.250, stratum 3
- 1131569710 2005.11.09 cn78 Nov 9 12:55:10 cn78/cn78 ntpd[17489]: synchronized to 10.100.16.250, stratum 3
- 1131569712 2005.11.09 bn836 Nov 9 12:55:12 bn836/bn836 ntpd[21712]: synchronized to 10.100.20.250, stratum 3
- 1131569714 2005.11.09 bn319 Nov 9 12:55:14 bn319/bn319 ntpd[28559]: synchronized to 10.100.20.250, stratum 3
- 1131569716 2005.11.09 bn181 Nov 9 12:55:16 bn181/bn181 ntpd[22064]: synchronized to 10.100.16.250, stratum 3
- 1131569716 2005.11.09 cn422 Nov 9 12:55:16 cn422/cn422 ntpd[1870]: synchronized to 10.100.18.250, stratum 3
- 1131569725 2005.11.09 bn202 Nov 9 12:55:25 bn202/bn202 ntpd[19808]: synchronized to 10.100.8.250, stratum 3
- 1131569726 2005.11.09 cn290 Nov 9 12:55:26 cn290/cn290 ntpd[23984]: synchronized to 10.100.18.250, stratum 3
- 1131569726 2005.11.09 cn300 Nov 9 12:55:26 cn300/cn300 ntpd[24356]: synchronized to 10.100.22.250, stratum 3
- 1131569727 2005.11.09 bn950 Nov 9 12:55:27 bn950/bn950 ntpd[14801]: synchronized to 10.100.16.250, stratum 3
- 1131569731 2005.11.09 cn234 Nov 9 12:55:31 cn234/cn234 ntpd[10674]: synchronized to 10.100.20.250, stratum 3
- 1131569732 2005.11.09 cn761 Nov 9 12:55:32 cn761/cn761 ntpd[27478]: synchronized to 10.100.20.250, stratum 3
- 1131569733 2005.11.09 cn761 Nov 9 12:55:33 cn761/cn761 ntpd[27478]: synchronized to 10.100.18.250, stratum 3
- 1131569733 2005.11.09 cn847 Nov 9 12:55:33 cn847/cn847 ntpd[27885]: synchronized to 10.100.18.250, stratum 3
- 1131569735 2005.11.09 bn850 Nov 9 12:55:35 bn850/bn850 ntpd[21933]: synchronized to 10.100.18.250, stratum 3
- 1131569742 2005.11.09 cn923 Nov 9 12:55:42 cn923/cn923 ntpd[28988]: synchronized to 10.100.20.250, stratum 3
- 1131569744 2005.11.09 bn257 Nov 9 12:55:44 bn257/bn257 ntpd[23520]: synchronized to 10.100.14.250, stratum 3
- 1131569744 2005.11.09 cn57 Nov 9 12:55:44 cn57/cn57 ntpd[14715]: synchronized to 10.100.16.250, stratum 3
- 1131569752 2005.11.09 cn942 Nov 9 12:55:52 cn942/cn942 ntpd[1515]: synchronized to 10.100.20.250, stratum 3
- 1131569757 2005.11.09 bn113 Nov 9 12:55:57 bn113/bn113 ntpd[22387]: synchronized to 10.100.16.250, stratum 3
- 1131569766 2005.11.09 cn188 Nov 9 12:56:06 cn188/cn188 ntpd[9679]: synchronized to 10.100.22.250, stratum 3
- 1131569768 2005.11.09 bn271 Nov 9 12:56:08 bn271/bn271 ntpd[23614]: synchronized to 10.100.18.250, stratum 3
- 1131569768 2005.11.09 cn732 Nov 9 12:56:08 cn732/cn732 ntpd[28512]: synchronized to 10.100.20.250, stratum 3
- 1131569770 2005.11.09 cn771 Nov 9 12:56:10 cn771/cn771 ntpd[27994]: synchronized to 10.100.20.250, stratum 3
- 1131569780 2005.11.09 cn36 Nov 9 12:56:20 cn36/cn36 ntpd[17540]: synchronized to 10.100.22.250, stratum 3
- 1131569782 2005.11.09 bn991 Nov 9 12:56:22 bn991/bn991 ntpd[14356]: synchronized to 10.100.14.250, stratum 3
- 1131569783 2005.11.09 bn986 Nov 9 12:56:23 bn986/bn986 ntpd[12327]: synchronized to 10.100.12.250, stratum 3
- 1131569785 2005.11.09 cn384 Nov 9 12:56:25 cn384/cn384 ntpd[9655]: synchronized to 10.100.18.250, stratum 3
- 1131569788 2005.11.09 cn1007 Nov 9 12:56:28 cn1007/cn1007 ntpd[19131]: synchronized to 10.100.20.250, stratum 3
- 1131569797 2005.11.09 cn997 Nov 9 12:56:37 cn997/cn997 ntpd[19070]: synchronized to 10.100.18.250, stratum 3
- 1131569798 2005.11.09 bn158 Nov 9 12:56:38 bn158/bn158 ntpd[22615]: synchronized to 10.100.20.250, stratum 3
- 1131569799 2005.11.09 cn384 Nov 9 12:56:39 cn384/cn384 ntpd[9655]: synchronized to 10.100.22.250, stratum 3
- 1131569807 2005.11.09 bn285 Nov 9 12:56:47 bn285/bn285 ntpd[23597]: synchronized to 10.100.10.250, stratum 3
- 1131569812 2005.11.09 cn89 Nov 9 12:56:52 cn89/cn89 ntpd[19837]: synchronized to 10.100.22.250, stratum 3
- 1131569817 2005.11.09 cn245 Nov 9 12:56:57 cn245/cn245 ntpd[31779]: synchronized to 10.100.18.250, stratum 3
- 1131569818 2005.11.09 cn208 Nov 9 12:56:58 cn208/cn208 ntpd[20336]: synchronized to 10.100.18.250, stratum 3
- 1131569822 2005.11.09 cn930 Nov 9 12:57:02 cn930/cn930 ntpd[28845]: synchronized to 10.100.20.250, stratum 3
- 1131569826 2005.11.09 bn429 Nov 9 12:57:06 bn429/bn429 ntpd[29251]: synchronized to 10.100.18.250, stratum 3
- 1131569833 2005.11.09 bn1019 Nov 9 12:57:13 bn1019/bn1019 ntpd[15033]: synchronized to 10.100.10.250, stratum 3
- 1131569834 2005.11.09 cn69 Nov 9 12:57:14 cn69/cn69 ntpd[14617]: synchronized to 10.100.20.250, stratum 3
- 1131569837 2005.11.09 cn658 Nov 9 12:57:17 cn658/cn658 ntpd[24187]: synchronized to 10.100.18.250, stratum 3
- 1131569846 2005.11.09 cn370 Nov 9 12:57:26 cn370/cn370 ntpd[10288]: synchronized to 10.100.20.250, stratum 3
- 1131569851 2005.11.09 cn304 Nov 9 12:57:31 cn304/cn304 ntpd[2077]: synchronized to 10.100.18.250, stratum 3
- 1131569858 2005.11.09 bn616 Nov 9 12:57:38 bn616/bn616 ntpd[24644]: synchronized to 10.100.22.250, stratum 3
- 1131569858 2005.11.09 bn950 Nov 9 12:57:38 bn950/bn950 ntpd[14801]: synchronized to 10.100.22.250, stratum 3
- 1131569880 2005.11.09 cn473 Nov 9 12:58:00 cn473/cn473 ntpd[15482]: synchronized to 10.100.20.250, stratum 3
- 1131569885 2005.11.09 bn158 Nov 9 12:58:05 bn158/bn158 ntpd[22615]: synchronized to 10.100.16.250, stratum 3
- 1131569885 2005.11.09 bn158 Nov 9 12:58:05 bn158/bn158 ntpd[22615]: synchronized to 10.100.18.250, stratum 3
- 1131569890 2005.11.09 cn603 Nov 9 12:58:10 cn603/cn603 ntpd[19182]: synchronized to 10.100.18.250, stratum 3
- 1131569891 2005.11.09 cn658 Nov 9 12:58:11 cn658/cn658 ntpd[24187]: synchronized to 10.100.20.250, stratum 3
- 1131569904 2005.11.09 cn380 Nov 9 12:58:24 cn380/cn380 ntpd[10107]: synchronized to 10.100.22.250, stratum 3
- 1131569911 2005.11.09 cn64 Nov 9 12:58:31 cn64/cn64 ntpd[14668]: synchronized to 10.100.22.250, stratum 3
- 1131569913 2005.11.09 bn483 Nov 9 12:58:33 bn483/bn483 ntpd[29542]: synchronized to 10.100.14.250, stratum 3
- 1131569915 2005.11.09 cn870 Nov 9 12:58:35 cn870/cn870 ntpd[28510]: synchronized to 10.100.18.250, stratum 3
- 1131569916 2005.11.09 bn1018 Nov 9 12:58:36 bn1018/bn1018 ntpd[16307]: synchronized to 10.100.20.250, stratum 3
- 1131569916 2005.11.09 bn467 Nov 9 12:58:36 bn467/bn467 ntpd[29506]: synchronized to 10.100.18.250, stratum 3
- 1131569916 2005.11.09 cn134 Nov 9 12:58:36 cn134/cn134 ntpd[29019]: synchronized to 10.100.18.250, stratum 3
- 1131569937 2005.11.09 cn826 Nov 9 12:58:57 cn826/cn826 ntpd[29220]: synchronized to 10.100.18.250, stratum 3
- 1131569938 2005.11.09 bn872 Nov 9 12:58:58 bn872/bn872 ntpd[25564]: synchronized to 10.100.20.250, stratum 3
- 1131569945 2005.11.09 cn874 Nov 9 12:59:05 cn874/cn874 ntpd[29629]: synchronized to 10.100.20.250, stratum 3
- 1131569946 2005.11.09 cn456 Nov 9 12:59:06 cn456/cn456 ntpd[10757]: synchronized to 10.100.18.250, stratum 3
- 1131569947 2005.11.09 bn210 Nov 9 12:59:07 bn210/bn210 ntpd[31625]: synchronized to 10.100.12.250, stratum 3
- 1131569951 2005.11.09 bn513 Nov 9 12:59:11 bn513/bn513 ntpd[12964]: synchronized to 10.100.12.250, stratum 3
- 1131569957 2005.11.09 bn567 Nov 9 12:59:17 bn567/bn567 ntpd[30178]: synchronized to 10.100.10.250, stratum 3
- 1131569957 2005.11.09 cn204 Nov 9 12:59:17 cn204/cn204 ntpd[25330]: synchronized to 10.100.16.250, stratum 3
- 1131569959 2005.11.09 bn766 Nov 9 12:59:19 bn766/bn766 ntpd[23292]: synchronized to 10.100.22.250, stratum 3
- 1131569962 2005.11.09 bn182 Nov 9 12:59:22 bn182/bn182 ntpd[24344]: synchronized to 10.100.10.250, stratum 3
- 1131569964 2005.11.09 bn376 Nov 9 12:59:24 bn376/bn376 ntpd[29357]: synchronized to 10.100.8.250, stratum 3
- 1131569973 2005.11.09 bn178 Nov 9 12:59:33 bn178/bn178 ntpd[22158]: synchronized to 10.100.22.250, stratum 3
- 1131569976 2005.11.09 cn562 Nov 9 12:59:36 cn562/cn562 ntpd[17910]: synchronized to 10.100.20.250, stratum 3
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 irqbalance: irqbalance startup succeeded
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel:
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel:
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Intel(R) Xeon(TM) CPU 3.60GHz stepping 03
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: DMA zone: 4096 pages, LIFO batch:1
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: HighMem zone: 0 pages, LIFO batch:1
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Normal zone: 1830912 pages, LIFO batch:16
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Type: Direct-Access ANSI SCSI revision: 02
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Type: Processor ANSI SCSI revision: 02
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Vendor: MegaRAID Model: LD 0 RAID0 69G Rev: 521S
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: Vendor: PE/PV Model: 1x2 SCSI BP Rev: 1.0
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: BIOS-e820: 0000000000000000 - 00000000000a0000 (usable)
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: BIOS-e820: 0000000000100000 - 00000000bffc0000 (usable)
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: BIOS-e820: 00000000bffc0000 - 00000000bffcfc00 (ACPI data)
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: BIOS-e820: 00000000bffcfc00 - 00000000bffff000 (reserved)
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: BIOS-e820: 00000000e0000000 - 00000000fec90000 (reserved)
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: BIOS-e820: 00000000fed00000 - 00000000fed00400 (reserved)
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: BIOS-e820: 00000000fee00000 - 00000000fee10000 (reserved)
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: BIOS-e820: 00000000ffb00000 - 0000000100000000 (reserved)
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: BIOS-e820: 0000000100000000 - 00000001c0000000 (usable)
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: RHH kernel module initialized successfully
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: THH kernel module initialized successfully
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: sda: sda1 sda2 sda3 sda4 < sda5 sda6 >
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: - Added public key EA232A604969C61D
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: - User ID: Red Hat, Inc. (Kernel Module GPG key)
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI wakeup devices:
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: (supports S0 S4 S5)
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: DSDT (v001 DELL PE BKC 0x00000001 MSFT 0x0100000e) @ 0x0000000000000000
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: FADT (v001 DELL PE BKC 0x00000001 MSFT 0x0100000a) @ 0x00000000000fd6b0
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: HPET (v001 DELL PE BKC 0x00000001 MSFT 0x0100000a) @ 0x00000000000fd81c
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: HPET id: 0xffffffff base: 0xfed00000
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: INT_SRC_OVR (bus 0 bus_irq 0 global_irq 2 dfl dfl)
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: INT_SRC_OVR (bus 0 bus_irq 9 global_irq 9 high level)
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: IOAPIC (id[0x07] address[0xfec00000] gsi_base[0])
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: IOAPIC (id[0x08] address[0xfec80000] gsi_base[32])
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: IOAPIC (id[0x09] address[0xfec83000] gsi_base[64])
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: IRQ0 used by override.
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: IRQ2 used by override.
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: IRQ9 used by override.
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: Interpreter enabled
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: LAPIC (acpi_id[0x01] lapic_id[0x00] enabled)
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: LAPIC (acpi_id[0x02] lapic_id[0x06] enabled)
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: LAPIC (acpi_id[0x03] lapic_id[0x01] disabled)
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: LAPIC (acpi_id[0x04] lapic_id[0x07] disabled)
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: LAPIC_NMI (acpi_id[0x01] high edge lint[0x1])
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: LAPIC_NMI (acpi_id[0x02] high edge lint[0x1])
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: LAPIC_NMI (acpi_id[0x03] high edge lint[0x1])
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: LAPIC_NMI (acpi_id[0x04] high edge lint[0x1])
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: Local APIC address 0xfee00000
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: MADT (v001 DELL PE BKC 0x00000001 MSFT 0x0100000a) @ 0x00000000000fd724
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: MCFG (v001 DELL PE BKC 0x00000001 MSFT 0x0100000a) @ 0x00000000000fd854
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: PCI Interrupt Link [LNKA] (IRQs 3 4 5 6 7 10 11 12) *15
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: PCI Interrupt Link [LNKB] (IRQs 3 4 5 6 *7 10 11 12)
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: PCI Interrupt Link [LNKC] (IRQs 3 4 5 6 7 10 *11 12)
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: PCI Interrupt Link [LNKD] (IRQs 3 4 5 6 7 10 11 12) *14
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: PCI Interrupt Link [LNKE] (IRQs 3 4 5 6 7 10 11 12) *0, disabled.
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: PCI Interrupt Link [LNKF] (IRQs 3 4 5 6 7 10 11 12) *0, disabled.
- 1131569977 2005.11.09 cn705 Nov 9 12:59:37 cn705/cn705 kernel: ACPI: PCI Interrupt Link [LNKG] (IRQs 3 4 5 6 7 10 11 12) *0, disabled.
