- 1132588427 2005.11.21 R43-M0-N0-I:J18-U01 2005-11-21-07.53.47.116201 R43-M0-N0-I:J18-U01 RAS KERNEL INFO ciod: Received signal 15, code=0, errno=0, address=0x000001b0
APPRES 1132613751 2005.11.21 R61-M1-N8-I:J18-U11 2005-11-21-14.55.51.105566 R61-M1-N8-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41284, Connection reset by peer
APPRES 1132613752 2005.11.21 R16-M0-N4-I:J18-U11 2005-11-21-14.55.52.361370 R16-M0-N4-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41050, Connection reset by peer
APPRES 1132613753 2005.11.21 R16-M1-NC-I:J18-U01 2005-11-21-14.55.53.894624 R16-M1-NC-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41059, Connection reset by peer
APPRES 1132613754 2005.11.21 R07-M0-N8-I:J18-U11 2005-11-21-14.55.54.361349 R07-M0-N8-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40812, Connection reset by peer
APPRES 1132613754 2005.11.21 R07-M0-N8-I:J18-U01 2005-11-21-14.55.54.510408 R07-M0-N8-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40811, Connection reset by peer
APPRES 1132613754 2005.11.21 R13-M1-NC-I:J18-U11 2005-11-21-14.55.54.972063 R13-M1-NC-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41014, Connection reset by peer
APPRES 1132613755 2005.11.21 R07-M1-N8-I:J18-U11 2005-11-21-14.55.55.120865 R07-M1-N8-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40822, Connection reset by peer
APPRES 1132613755 2005.11.21 R07-M1-N8-I:J18-U01 2005-11-21-14.55.55.276848 R07-M1-N8-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40821, Connection reset by peer
APPRES 1132613755 2005.11.21 R07-M1-N0-I:J18-U11 2005-11-21-14.55.55.425908 R07-M1-N0-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40818, Connection reset by peer
APPRES 1132613756 2005.11.21 R01-M0-N8-I:J18-U01 2005-11-21-14.55.56.012687 R01-M0-N8-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40715, Connection reset by peer
APPRES 1132613756 2005.11.21 R01-M0-NC-I:J18-U11 2005-11-21-14.55.56.161698 R01-M0-NC-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40719, Connection reset by peer
APPRES 1132613756 2005.11.21 R01-M0-NC-I:J18-U01 2005-11-21-14.55.56.316858 R01-M0-NC-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40720, Connection reset by peer
APPRES 1132613757 2005.11.21 R13-M1-N4-I:J18-U11 2005-11-21-14.55.57.293142 R13-M1-N4-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41010, Connection reset by peer
APPRES 1132613759 2005.11.21 R55-M1-N4-I:J18-U01 2005-11-21-14.55.59.398828 R55-M1-N4-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41513, Connection reset by peer
APPRES 1132613760 2005.11.21 R55-M0-N8-I:J18-U01 2005-11-21-14.56.00.349197 R55-M0-N8-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41505, Connection reset by peer
APPRES 1132613761 2005.11.21 R55-M0-NC-I:J18-U11 2005-11-21-14.56.01.445452 R55-M0-NC-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41512, Connection reset by peer
APPRES 1132613762 2005.11.21 R22-M1-N8-I:J18-U01 2005-11-21-14.56.02.553044 R22-M1-N8-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41105, Connection reset by peer
APPRES 1132613762 2005.11.21 R40-M1-N8-I:J18-U01 2005-11-21-14.56.02.707793 R40-M1-N8-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41427, Connection reset by peer
APPRES 1132613763 2005.11.21 R40-M0-N0-I:J18-U11 2005-11-21-14.56.03.044134 R40-M0-N0-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41406, Connection reset by peer
APPRES 1132613763 2005.11.21 R31-M0-N0-I:J18-U11 2005-11-21-14.56.03.235045 R31-M0-N0-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41214, Connection reset by peer
APPRES 1132613763 2005.11.21 R31-M0-N8-I:J18-U01 2005-11-21-14.56.03.396552 R31-M0-N8-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41211, Connection reset by peer
APPRES 1132613763 2005.11.21 R37-M0-N8-I:J18-U01 2005-11-21-14.56.03.719157 R37-M0-N8-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40869, Connection reset by peer
APPRES 1132613764 2005.11.21 R52-M1-N0-I:J18-U11 2005-11-21-14.56.04.528010 R52-M1-N0-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41272, Connection reset by peer
APPRES 1132613764 2005.11.21 R52-M1-N0-I:J18-U01 2005-11-21-14.56.04.682549 R52-M1-N0-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41271, Connection reset by peer
APPRES 1132613764 2005.11.21 R22-M0-N8-I:J18-U01 2005-11-21-14.56.04.994382 R22-M0-N8-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41097, Connection reset by peer
APPRES 1132613767 2005.11.21 R40-M1-N0-I:J18-U01 2005-11-21-14.56.07.260355 R40-M1-N0-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41431, Connection reset by peer
APPRES 1132613767 2005.11.21 R22-M0-N0-I:J18-U01 2005-11-21-14.56.07.741114 R22-M0-N0-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41101, Connection reset by peer
APPRES 1132613767 2005.11.21 R22-M0-N4-I:J18-U11 2005-11-21-14.56.07.902815 R22-M0-N4-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41100, Connection reset by peer
APPRES 1132613768 2005.11.21 R67-M0-N8-I:J18-U01 2005-11-21-14.56.08.063394 R67-M0-N8-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41603, Connection reset by peer
APPRES 1132613769 2005.11.21 R52-M1-NC-I:J18-U01 2005-11-21-14.56.09.369032 R52-M1-NC-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41269, Connection reset by peer
APPRES 1132613770 2005.11.21 R43-M0-N8-I:J18-U01 2005-11-21-14.56.10.534780 R43-M0-N8-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41643, Connection reset by peer
APPRES 1132613770 2005.11.21 R43-M0-N4-I:J18-U01 2005-11-21-14.56.10.708569 R43-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41641, Connection reset by peer
APPRES 1132613771 2005.11.21 R34-M0-N4-I:J18-U01 2005-11-21-14.56.11.389524 R34-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41257, Connection reset by peer
APPRES 1132613771 2005.11.21 R34-M0-N0-I:J18-U01 2005-11-21-14.56.11.544185 R34-M0-N0-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41263, Connection reset by peer
APPRES 1132613771 2005.11.21 R34-M1-N8-I:J18-U01 2005-11-21-14.56.11.699353 R34-M1-N8-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40827, Connection reset by peer
APPRES 1132613772 2005.11.21 R25-M0-N8-I:J18-U01 2005-11-21-14.56.12.149764 R25-M0-N8-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41145, Connection reset by peer
APPRES 1132613772 2005.11.21 R52-M0-NC-I:J18-U01 2005-11-21-14.56.12.638902 R52-M0-NC-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40933, Connection reset by peer
APPRES 1132613772 2005.11.21 R34-M1-N0-I:J18-U01 2005-11-21-14.56.12.974421 R34-M1-N0-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40829, Connection reset by peer
APPRES 1132613773 2005.11.21 R25-M1-N0-I:J18-U11 2005-11-21-14.56.13.274167 R25-M1-N0-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41160, Connection reset by peer
APPRES 1132613773 2005.11.21 R64-M1-N4-I:J18-U01 2005-11-21-14.56.13.434905 R64-M1-N4-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41377, Connection reset by peer
APPRES 1132613774 2005.11.21 R34-M0-NC-I:J18-U01 2005-11-21-14.56.14.076437 R34-M0-NC-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41261, Connection reset by peer
APPRES 1132613776 2005.11.21 R73-M1-NC-I:J18-U01 2005-11-21-14.56.16.815298 R73-M1-NC-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41375, Connection reset by peer
APPRES 1132613777 2005.11.21 R73-M1-N8-I:J18-U01 2005-11-21-14.56.17.108404 R73-M1-N8-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41371, Connection reset by peer
APPRES 1132613777 2005.11.21 R31-M1-NC-I:J18-U11 2005-11-21-14.56.17.468456 R31-M1-NC-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41224, Connection reset by peer
APPRES 1132613777 2005.11.21 R31-M1-NC-I:J18-U01 2005-11-21-14.56.17.623689 R31-M1-NC-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41223, Connection reset by peer
APPRES 1132613777 2005.11.21 R76-M1-NC-I:J18-U01 2005-11-21-14.56.17.779739 R76-M1-NC-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41615, Connection reset by peer
APPRES 1132613777 2005.11.21 R76-M1-N8-I:J18-U01 2005-11-21-14.56.17.941541 R76-M1-N8-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41609, Connection reset by peer
APPRES 1132613778 2005.11.21 R70-M1-N8-I:J18-U01 2005-11-21-14.56.18.096952 R70-M1-N8-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40907, Connection reset by peer
APPRES 1132613778 2005.11.21 R73-M1-N0-I:J18-U01 2005-11-21-14.56.18.270647 R73-M1-N0-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41373, Connection reset by peer
APPRES 1132613778 2005.11.21 R70-M1-N4-I:J18-U11 2005-11-21-14.56.18.425842 R70-M1-N4-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40906, Connection reset by peer
APPRES 1132613778 2005.11.21 R70-M1-N4-I:J18-U01 2005-11-21-14.56.18.586734 R70-M1-N4-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40905, Connection reset by peer
APPRES 1132613778 2005.11.21 R70-M0-N0-I:J18-U01 2005-11-21-14.56.18.748203 R70-M0-N0-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40893, Connection reset by peer
APPRES 1132613778 2005.11.21 R46-M0-N0-I:J18-U11 2005-11-21-14.56.18.916567 R46-M0-N0-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41694, Connection reset by peer
APPRES 1132613779 2005.11.21 R46-M1-N4-I:J18-U01 2005-11-21-14.56.19.077459 R46-M1-N4-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41697, Connection reset by peer
APPRES 1132613779 2005.11.21 R61-M0-N0-I:J18-U01 2005-11-21-14.56.19.406987 R61-M0-N0-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40919, Connection reset by peer
APPRES 1132613779 2005.11.21 R76-M0-N8-I:J18-U01 2005-11-21-14.56.19.568319 R76-M0-N8-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41595, Connection reset by peer
APPRES 1132613779 2005.11.21 R73-M0-N4-I:J18-U01 2005-11-21-14.56.19.729512 R73-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41337, Connection reset by peer
APPRES 1132613779 2005.11.21 R73-M1-N4-I:J18-U01 2005-11-21-14.56.19.891122 R73-M1-N4-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41369, Connection reset by peer
APPRES 1132613780 2005.11.21 R46-M1-N0-I:J18-U11 2005-11-21-14.56.20.698326 R46-M1-N0-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41704, Connection reset by peer
APPRES 1132613780 2005.11.21 R46-M0-NC-I:J18-U11 2005-11-21-14.56.20.853943 R46-M0-NC-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41696, Connection reset by peer
APPRES 1132613781 2005.11.21 R46-M0-N8-I:J18-U01 2005-11-21-14.56.21.967131 R46-M0-N8-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41691, Connection reset by peer
APPRES 1132613783 2005.11.21 R16-M1-N4-I:J18-U01 2005-11-21-14.56.23.031839 R16-M1-N4-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41061, Connection reset by peer
APPRES 1132613783 2005.11.21 R13-M1-N8-I:J18-U01 2005-11-21-14.56.23.312808 R13-M1-N8-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41011, Connection reset by peer
APPRES 1132613783 2005.11.21 R10-M0-N4-I:J18-U01 2005-11-21-14.56.23.475334 R10-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40953, Connection reset by peer
APPRES 1132613783 2005.11.21 R10-M0-N8-I:J18-U01 2005-11-21-14.56.23.630896 R10-M0-N8-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40955, Connection reset by peer
APPRES 1132613783 2005.11.21 R10-M1-N0-I:J18-U11 2005-11-21-14.56.23.953186 R10-M1-N0-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40962, Connection reset by peer
APPRES 1132613784 2005.11.21 R10-M1-N0-I:J18-U01 2005-11-21-14.56.24.108713 R10-M1-N0-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40961, Connection reset by peer
APPRES 1132613785 2005.11.21 R16-M1-N8-I:J18-U01 2005-11-21-14.56.25.215493 R16-M1-N8-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41063, Connection reset by peer
APPRES 1132613785 2005.11.21 R46-M1-N8-I:J18-U11 2005-11-21-14.56.25.706049 R46-M1-N8-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41700, Connection reset by peer
APPRES 1132613785 2005.11.21 R46-M1-N8-I:J18-U01 2005-11-21-14.56.25.931026 R46-M1-N8-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41699, Connection reset by peer
APPRES 1132613788 2005.11.21 R04-M0-N4-I:J18-U11 2005-11-21-14.56.28.205363 R04-M0-N4-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40766, Connection reset by peer
APPRES 1132613788 2005.11.21 R01-M0-N4-I:J18-U01 2005-11-21-14.56.28.659646 R01-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40713, Connection reset by peer
APPRES 1132613789 2005.11.21 R07-M0-NC-I:J18-U11 2005-11-21-14.56.29.768274 R07-M0-NC-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40816, Connection reset by peer
APPRES 1132613790 2005.11.21 R07-M1-NC-I:J18-U01 2005-11-21-14.56.30.414932 R07-M1-NC-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40823, Connection reset by peer
APPRES 1132613790 2005.11.21 R13-M0-N4-I:J18-U01 2005-11-21-14.56.30.588291 R13-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41001, Connection reset by peer
APPRES 1132613791 2005.11.21 R04-M0-N8-I:J18-U01 2005-11-21-14.56.31.085017 R04-M0-N8-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40761, Connection reset by peer
APPRES 1132613791 2005.11.21 R13-M1-N0-I:J18-U11 2005-11-21-14.56.31.246825 R13-M1-N0-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41016, Connection reset by peer
APPRES 1132613791 2005.11.21 R13-M0-N8-I:J18-U01 2005-11-21-14.56.31.426877 R13-M0-N8-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41003, Connection reset by peer
APPRES 1132613791 2005.11.21 R04-M1-NC-I:J18-U01 2005-11-21-14.56.31.594864 R04-M1-NC-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40775, Connection reset by peer
APPRES 1132613792 2005.11.21 R13-M0-N0-I:J18-U11 2005-11-21-14.56.32.115465 R13-M0-N0-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41006, Connection reset by peer
APPRES 1132613792 2005.11.21 R04-M1-N4-I:J18-U11 2005-11-21-14.56.32.835334 R04-M1-N4-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40770, Connection reset by peer
APPRES 1132613792 2005.11.21 R04-M1-N4-I:J18-U01 2005-11-21-14.56.32.997023 R04-M1-N4-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:40769, Connection reset by peer
- 1132613923 2005.11.21 R07-M0-N8-C:J11-U11 2005-11-21-14.58.43.399360 R07-M0-N8-C:J11-U11 RAS KERNEL INFO 1 ddr error(s) detected and corrected on rank 0, symbol 27 over 38 seconds
- 1132613923 2005.11.21 R07-M0-N8-C:J11-U11 2005-11-21-14.58.43.535423 R07-M0-N8-C:J11-U11 RAS KERNEL INFO CE sym 27, at 0x0a3bf660, mask 0x02
- 1132613923 2005.11.21 R07-M0-N8-C:J11-U11 2005-11-21-14.58.43.624824 R07-M0-N8-C:J11-U11 RAS KERNEL INFO total of 1 ddr error(s) detected and corrected over 38 seconds
APPTO 1132613968 2005.11.21 R61-M0-N0-I:J18-U01 2005-11-21-14.59.28.701691 R61-M0-N0-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:43235, Connection timed out
APPTO 1132613968 2005.11.21 R01-M1-N4-I:J18-U01 2005-11-21-14.59.28.853518 R01-M1-N4-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:43037, Connection timed out
APPTO 1132613970 2005.11.21 R40-M1-NC-I:J18-U11 2005-11-21-14.59.30.912987 R40-M1-NC-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:43746, Connection timed out
APPTO 1132613971 2005.11.21 R40-M1-NC-I:J18-U01 2005-11-21-14.59.31.020162 R40-M1-NC-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:43745, Connection timed out
APPTO 1132613973 2005.11.21 R55-M1-NC-I:J18-U11 2005-11-21-14.59.33.368014 R55-M1-NC-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:43834, Connection timed out
APPTO 1132613973 2005.11.21 R55-M1-NC-I:J18-U01 2005-11-21-14.59.33.485793 R55-M1-NC-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:43833, Connection timed out
APPTO 1132613974 2005.11.21 R55-M0-N0-I:J18-U11 2005-11-21-14.59.34.168283 R55-M0-N0-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:43826, Connection timed out
APPTO 1132613974 2005.11.21 R55-M0-N0-I:J18-U01 2005-11-21-14.59.34.284486 R55-M0-N0-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:43825, Connection timed out
APPTO 1132613976 2005.11.21 R55-M0-N4-I:J18-U11 2005-11-21-14.59.36.196731 R55-M0-N4-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:43824, Connection timed out
APPTO 1132613976 2005.11.21 R55-M0-N4-I:J18-U01 2005-11-21-14.59.36.316469 R55-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:43823, Connection timed out
APPTO 1132613978 2005.11.21 R55-M0-NC-I:J18-U11 2005-11-21-14.59.38.189162 R55-M0-NC-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:43828, Connection timed out
APPTO 1132613978 2005.11.21 R55-M0-NC-I:J18-U01 2005-11-21-14.59.38.320368 R55-M0-NC-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:43827, Connection timed out
APPTO 1132613979 2005.11.21 R55-M1-N0-I:J18-U11 2005-11-21-14.59.39.320734 R55-M1-N0-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:43836, Connection timed out
APPTO 1132613979 2005.11.21 R55-M1-N0-I:J18-U01 2005-11-21-14.59.39.422375 R55-M1-N0-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:43835, Connection timed out
APPTO 1132613979 2005.11.21 R40-M1-N4-I:J18-U11 2005-11-21-14.59.39.530358 R40-M1-N4-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:43742, Connection timed out
APPTO 1132613979 2005.11.21 R40-M1-N4-I:J18-U01 2005-11-21-14.59.39.728580 R40-M1-N4-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:43741, Connection timed out
APPTO 1132613980 2005.11.21 R43-M1-NC-I:J18-U11 2005-11-21-14.59.40.068181 R43-M1-NC-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:43972, Connection timed out
APPTO 1132613980 2005.11.21 R43-M1-NC-I:J18-U01 2005-11-21-14.59.40.147084 R43-M1-NC-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:43971, Connection timed out
APPTO 1132613980 2005.11.21 R31-M0-N4-I:J18-U11 2005-11-21-14.59.40.519734 R31-M0-N4-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:43526, Connection timed out
APPTO 1132613980 2005.11.21 R31-M0-N4-I:J18-U01 2005-11-21-14.59.40.627436 R31-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:43525, Connection timed out
APPTO 1132613982 2005.11.21 R40-M0-N4-I:J18-U11 2005-11-21-14.59.42.027294 R40-M0-N4-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:43718, Connection timed out
APPTO 1132613982 2005.11.21 R40-M0-N4-I:J18-U01 2005-11-21-14.59.42.129170 R40-M0-N4-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:43717, Connection timed out
APPTO 1132613982 2005.11.21 R40-M0-N8-I:J18-U11 2005-11-21-14.59.42.452511 R40-M0-N8-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:43720, Connection timed out
APPTO 1132613982 2005.11.21 R40-M0-N0-I:J18-U11 2005-11-21-14.59.42.745563 R40-M0-N0-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:43722, Connection timed out
APPTO 1132613982 2005.11.21 R40-M0-N0-I:J18-U01 2005-11-21-14.59.42.868742 R40-M0-N0-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:43721, Connection timed out
APPTO 1132613982 2005.11.21 R31-M0-N0-I:J18-U11 2005-11-21-14.59.42.966718 R31-M0-N0-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:43530, Connection timed out
APPTO 1132613983 2005.11.21 R43-M1-N0-I:J18-U11 2005-11-21-14.59.43.059685 R43-M1-N0-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:43970, Connection timed out
APPTO 1132613983 2005.11.21 R43-M1-N0-I:J18-U01 2005-11-21-14.59.43.149772 R43-M1-N0-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:43969, Connection timed out
APPTO 1132613983 2005.11.21 R22-M1-N0-I:J18-U11 2005-11-21-14.59.43.439439 R22-M1-N0-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:43424, Connection timed out
APPTO 1132613983 2005.11.21 R22-M1-N0-I:J18-U01 2005-11-21-14.59.43.532302 R22-M1-N0-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:43423, Connection timed out
APPTO 1132613984 2005.11.21 R22-M1-NC-I:J18-U11 2005-11-21-14.59.44.604047 R22-M1-NC-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:43426, Connection timed out
APPTO 1132613984 2005.11.21 R22-M1-NC-I:J18-U01 2005-11-21-14.59.44.711892 R22-M1-NC-I:J18-U01 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:43425, Connection timed out
APPTO 1132613985 2005.11.21 R37-M0-N0-I:J18-U11 2005-11-21-14.59.45.394070 R37-M0-N0-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:43188, Connection timed out
APPTO 1132613985 2005.11.21 R37-M0-NC-I:J18-U11 2005-11-21-14.59.45.501508 R37-M0-NC-I:J18-U11 RAS APP FATAL ciod: Error reading message prefix on CioStream socket to 172.16.96.116:43182, Connection timed out
