1123031037 2005.08.02 R00-M0-ND 2005-08-02-18.03.57.614892 R00-M0-ND NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J02, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N0 2005-08-02-18.04.17.473711 R00-M0-N0 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J12, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N9 2005-08-02-18.04.17.477415 R00-M0-N9 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J12, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-N9 2005-08-02-18.04.17.480738 R00-M1-N9 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J13 do not match. VPD ecid 04C080A7622FFFFF0C031B20D6D6, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NC 2005-08-02-18.04.17.484598 R00-M0-NC NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J12 do not match. VPD ecid 07420D51C52FFFFF09101AF1DAD1, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-NB 2005-08-02-18.04.17.491455 R00-M1-NB NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J11 do not match. VPD ecid 07410D44142FFFFF0C0F1AA0C6CD, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NB 2005-08-02-18.04.17.495614 R00-M0-NB NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J11 do not match. VPD ecid 074104C0C97BFFFF0A071AE0C6CF, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N0 2005-08-02-18.04.17.499558 R00-M0-N0 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J12 do not match. VPD ecid 074504E8197BFFFF0A031BE044E5, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N9 2005-08-02-18.04.17.500380 R00-M0-N9 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J12, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NC 2005-08-02-18.04.17.503560 R00-M0-NC NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J13, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-N9 2005-08-02-18.04.17.506950 R00-M1-N9 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J14, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-NB 2005-08-02-18.04.17.510497 R00-M1-NB NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J11 do not match. VPD ecid 07450D43E32FFFFF0D071A608EC9, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NB 2005-08-02-18.04.17.514000 R00-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J12, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N0 2005-08-02-18.04.17.517413 R00-M0-N0 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J12 do not match. VPD ecid 075404E7DC7BFFFF03071C504AEF, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N9 2005-08-02-18.04.17.521363 R00-M0-N9 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J12 do not match. VPD ecid 074104E0C77BFFFF0A0B1BA08EDF, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NC 2005-08-02-18.04.17.522168 R00-M0-NC NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J13, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-N9 2005-08-02-18.04.17.522787 R00-M1-N9 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J14, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N9 2005-08-02-18.04.17.526162 R00-M0-N9 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J12 do not match. VPD ecid 074404E0967BFFFF020A1B8090DD, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NB 2005-08-02-18.04.17.527030 R00-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J12, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N0 2005-08-02-18.04.17.530299 R00-M0-N0 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J13, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-NB 2005-08-02-18.04.17.533707 R00-M1-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J12, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NC 2005-08-02-18.04.17.537084 R00-M0-NC NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J13 do not match. VPD ecid 075904C1037BFFFF06071AF08AD1, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-N9 2005-08-02-18.04.17.540827 R00-M1-N9 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J14 do not match. VPD ecid 04D680A5E02FFFFF090B1B20A0D5, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N9 2005-08-02-18.04.17.544393 R00-M0-N9 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J13, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NB 2005-08-02-18.04.17.548170 R00-M0-NB NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J12 do not match. VPD ecid 074104C0C97BFFFF0A0F1B808EDB, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N0 2005-08-02-18.04.17.548975 R00-M0-N0 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J13, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-NB 2005-08-02-18.04.17.550131 R00-M1-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J12, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NB 2005-08-02-18.04.17.553351 R00-M0-NB NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J12 do not match. VPD ecid 074804C1137BFFFF050A1B9086DC, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-N9 2005-08-02-18.04.17.557322 R00-M1-N9 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J14 do not match. VPD ecid 04CE80A6832FFFFF04081B108CD4, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N9 2005-08-02-18.04.17.558125 R00-M0-N9 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J13, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NC 2005-08-02-18.04.17.561479 R00-M0-NC NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J13 do not match. VPD ecid 075704C0D67BFFFF060B1A60CCC6, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N0 2005-08-02-18.04.17.564894 R00-M0-N0 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J13 do not match. VPD ecid 07630DA0C62FFFFF0B081A310AC6, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-NB 2005-08-02-18.04.17.568265 R00-M1-NB NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J12 do not match. VPD ecid 07460D44612FFFFF0E081AA0C6CD, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NB 2005-08-02-18.04.17.571650 R00-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J13, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-N9 2005-08-02-18.04.17.575127 R00-M1-N9 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J15, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N9 2005-08-02-18.04.17.579227 R00-M0-N9 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J13 do not match. VPD ecid 075C04D8D37BFFFF040C1C0086E7, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NC 2005-08-02-18.04.17.582586 R00-M0-NC NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J14, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N0 2005-08-02-18.04.17.585951 R00-M0-N0 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J13 do not match. VPD ecid 074B0D98E12FFFFF090C1B908EE2, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-NB 2005-08-02-18.04.17.589927 R00-M1-NB NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J12 do not match. VPD ecid 07450D43E32FFFFF0A101AE0D4D2, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NB 2005-08-02-18.04.17.590707 R00-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J13, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-N9 2005-08-02-18.04.17.591349 R00-M1-N9 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J15, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N9 2005-08-02-18.04.17.594742 R00-M0-N9 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J13 do not match. VPD ecid 074104E0C77BFFFF080C1BB088E1, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NC 2005-08-02-18.04.17.595558 R00-M0-NC NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J14, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N0 2005-08-02-18.04.17.598741 R00-M0-N0 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J14, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-NB 2005-08-02-18.04.17.602427 R00-M1-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J13, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-N9 2005-08-02-18.04.17.606126 R00-M1-N9 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J15 do not match. VPD ecid 04D680A5E02FFFFF070C1AF088D2, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NB 2005-08-02-18.04.17.609746 R00-M0-NB NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J13 do not match. VPD ecid 075C04C0D27BFFFF08091B208ED4, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N9 2005-08-02-18.04.17.613135 R00-M0-N9 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J14, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NC 2005-08-02-18.04.17.616463 R00-M0-NC NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J14 do not match. VPD ecid 07400D519A2FFFFF07091A2190C1, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N0 2005-08-02-18.04.17.617225 R00-M0-N0 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J14, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-NB 2005-08-02-18.04.17.617810 R00-M1-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J13, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-N9 2005-08-02-18.04.17.621024 R00-M1-N9 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J15 do not match. VPD ecid 04C080A7622FFFFF060B1B709ADB, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NB 2005-08-02-18.04.17.625164 R00-M0-NB NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J13 do not match. VPD ecid 074104C0C97BFFFF06021B10D0D4, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N9 2005-08-02-18.04.17.625951 R00-M0-N9 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J14, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NC 2005-08-02-18.04.17.629182 R00-M0-NC NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J14 do not match. VPD ecid 075A0D52A22FFFFF090219F186BD, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N0 2005-08-02-18.04.17.633078 R00-M0-N0 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J14 do not match. VPD ecid 075E04E8D07BFFFF0B051C7046F2, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-NB 2005-08-02-18.04.17.636395 R00-M1-NB NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J13 do not match. VPD ecid 07510D44552FFFFF090C1A7092C9, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-N9 2005-08-02-18.04.17.639854 R00-M1-N9 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J16, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N9 2005-08-02-18.04.17.643373 R00-M0-N9 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J14 do not match. VPD ecid 075B04E0527BFFFF030B1B9082DE, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NB 2005-08-02-18.04.17.646751 R00-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J14, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NC 2005-08-02-18.04.17.650078 R00-M0-NC NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J15, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N0 2005-08-02-18.04.17.653400 R00-M0-N0 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J14 do not match. VPD ecid 074904F0117BFFFF01081B8118DF, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-NB 2005-08-02-18.04.17.657271 R00-M1-NB NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J13 do not match. VPD ecid 07590D43A22FFFFF09101A70CCC9, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-N9 2005-08-02-18.04.17.658099 R00-M1-N9 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J16, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N9 2005-08-02-18.04.17.661852 R00-M0-N9 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J14 do not match. VPD ecid 074904E5D97BFFFF09081B6084DD, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NB 2005-08-02-18.04.17.662714 R00-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J14, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NC 2005-08-02-18.04.17.663370 R00-M0-NC NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J15, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N0 2005-08-02-18.04.17.666528 R00-M0-N0 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J15, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-NB 2005-08-02-18.04.17.669840 R00-M1-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J14, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-N9 2005-08-02-18.04.17.673566 R00-M1-N9 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J16 do not match. VPD ecid 04C580A6DE2FFFFF0F071B6090D9, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N9 2005-08-02-18.04.17.677088 R00-M0-N9 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J15, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NC 2005-08-02-18.04.17.680475 R00-M0-NC NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J15 do not match. VPD ecid 074104C11B7BFFFF0B0A1AB090CB, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NB 2005-08-02-18.04.17.683898 R00-M0-NB NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J14 do not match. VPD ecid 074104C0C97BFFFF060C1B8084DC, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N0 2005-08-02-18.04.17.684686 R00-M0-N0 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J15, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-NB 2005-08-02-18.04.17.685276 R00-M1-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J14, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-N9 2005-08-02-18.04.17.688528 R00-M1-N9 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J16 do not match. VPD ecid 04C580A6DE2FFFFF07081AE084D1, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N9 2005-08-02-18.04.17.689927 R00-M0-N9 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J15, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NC 2005-08-02-18.04.17.693275 R00-M0-NC NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J15 do not match. VPD ecid 075F04C0CF7BFFFF09041B108AD5, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NB 2005-08-02-18.04.17.696670 R00-M0-NB NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J14 do not match. VPD ecid 075C04C0D27BFFFF04041B40D0D6, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N0 2005-08-02-18.04.17.700032 R00-M0-N0 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J15 do not match. VPD ecid 074504E8197BFFFF0D051BC04CE5, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-NB 2005-08-02-18.04.17.703427 R00-M1-NB NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J14 do not match. VPD ecid 07510D44552FFFFF060E1B0084D5, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-N9 2005-08-02-18.04.17.706810 R00-M1-N9 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J17, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N9 2005-08-02-18.04.17.710324 R00-M0-N9 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J15 do not match. VPD ecid 075604E4217BFFFF07091C304EEE, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NC 2005-08-02-18.04.17.714216 R00-M0-NC NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J16, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NB 2005-08-02-18.04.17.717909 R00-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J15, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N0 2005-08-02-18.04.17.721262 R00-M0-N0 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J15 do not match. VPD ecid 074904F0117BFFFF0C0E1BE04EE6, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-NB 2005-08-02-18.04.17.724628 R00-M1-NB NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J14 do not match. VPD ecid 07410D44142FFFFF09051A7092C7, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-N9 2005-08-02-18.04.17.725489 R00-M1-N9 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J17, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N9 2005-08-02-18.04.17.728944 R00-M0-N9 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J15 do not match. VPD ecid 075604E4217BFFFF05091C804AF5, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NC 2005-08-02-18.04.17.729783 R00-M0-NC NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J16, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NB 2005-08-02-18.04.17.730758 R00-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J15, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N9 2005-08-02-18.04.17.733983 R00-M0-N9 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J16, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-NB 2005-08-02-18.04.17.737300 R00-M1-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J15, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-N9 2005-08-02-18.04.17.740691 R00-M1-N9 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J17 do not match. VPD ecid 04C580A68C2FFFFF0F0B1B00D4D4, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N0 2005-08-02-18.04.17.744190 R00-M0-N0 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J16, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NC 2005-08-02-18.04.17.747570 R00-M0-NC NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J16 do not match. VPD ecid 075F04C0CF7BFFFF0C071AF084D1, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NB 2005-08-02-18.04.17.750982 R00-M0-NB NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J15 do not match. VPD ecid 074804C1137BFFFF0D081B8086DC, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N9 2005-08-02-18.04.17.752370 R00-M0-N9 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J16, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-NB 2005-08-02-18.04.17.752955 R00-M1-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J15, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-N9 2005-08-02-18.04.17.756254 R00-M1-N9 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J17 do not match. VPD ecid 04C180A7612FFFFF080E1BF050E5, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N0 2005-08-02-18.04.17.757114 R00-M0-N0 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J16, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NC 2005-08-02-18.04.17.760622 R00-M0-NC NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J16 do not match. VPD ecid 07620D521B2FFFFF0B0A19B18EB8, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-NB 2005-08-02-18.04.17.764159 R00-M1-NB NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J15 do not match. VPD ecid 07510D44552FFFFF0C0F1A80CACC, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NB 2005-08-02-18.04.17.767557 R00-M0-NB NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J15 do not match. VPD ecid 074104C0C97BFFFF080A1B20CCD3, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N9 2005-08-02-18.04.17.771399 R00-M0-N9 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J16 do not match. VPD ecid 075604E4217BFFFF03061C8052F4, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N0 2005-08-02-18.04.17.774774 R00-M0-N0 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J16 do not match. VPD ecid 04DE80A8142FFFFF030D1BF09EE9, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NC 2005-08-02-18.04.17.778076 R00-M0-NC NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J17, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-NB 2005-08-02-18.04.17.781606 R00-M1-NB NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J15 do not match. VPD ecid 07450D43E32FFFFF090A19F0D0BE, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NB 2005-08-02-18.04.17.784989 R00-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J16, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N9 2005-08-02-18.04.17.788358 R00-M0-N9 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J16 do not match. VPD ecid 074904E5D97BFFFF0C061BE08AE7, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N0 2005-08-02-18.04.17.791990 R00-M0-N0 NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J16 do not match. VPD ecid 04DF80A7942FFFFF0A091A70D2C8, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NC 2005-08-02-18.04.17.792756 R00-M0-NC NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J17, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-NB 2005-08-02-18.04.17.796224 R00-M1-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J16, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NB 2005-08-02-18.04.17.797065 R00-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J16, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N9 2005-08-02-18.04.17.800356 R00-M0-N9 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J17, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N0 2005-08-02-18.04.17.803736 R00-M0-N0 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J17, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NC 2005-08-02-18.04.17.807062 R00-M0-NC NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J17 do not match. VPD ecid 074104C11B7BFFFF09041AA0C8CA, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-NB 2005-08-02-18.04.17.808463 R00-M1-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J16, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NB 2005-08-02-18.04.17.811758 R00-M0-NB NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J16 do not match. VPD ecid 075C04C0D27BFFFF0F091B508AD8, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N9 2005-08-02-18.04.17.812539 R00-M0-N9 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J17, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N0 2005-08-02-18.04.17.813637 R00-M0-N0 NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J17, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NB 2005-08-02-18.04.17.816775 R00-M0-NB NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J16 do not match. VPD ecid 074804C1137BFFFF090C1B9086DE, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-NB 2005-08-02-18.04.17.820159 R00-M1-NB NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J16 do not match. VPD ecid 07630D44162FFFFF06031B3090DA, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NC 2005-08-02-18.04.17.823644 R00-M0-NC NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J17 do not match. VPD ecid 074104C11B7BFFFF0A0B1AE08CCF, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N0 2005-08-02-18.04.17.827473 R00-M0-N0 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J17 do not match. VPD ecid 075404E7DC7BFFFF05041C604EEF, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-N9 2005-08-02-18.04.17.833796 R00-M0-N9 NULL DISCOVERY INFO Node card VPD check: U01 node in processor card slot J17 do not match. VPD ecid 074104E09A7BFFFF04081B2086D4, found 0000000000000000000000000000
1123031057 2005.08.02 R00-M0-NB 2005-08-02-18.04.17.837235 R00-M0-NB NULL DISCOVERY ERROR Found invalid node ecid in processor card slot J17, ecid 0000000000000000000000000000
1123031057 2005.08.02 R00-M1-NB 2005-08-02-18.04.17.840934 R00-M1-NB NULL DISCOVERY INFO Node card VPD check: U11 node in processor card slot J16 do not match. VPD ecid 074A0D445D2FFFFF0A061A50CAC7, found 0000000000000000000000000000
