1137585740 2006.01.18 bn398 Jan 18 04:02:20 bn398/bn398 sendmail[31373]: My unqualified host name (bn398) unknown; sleeping for retry
1137587018 2006.01.18 an423 Jan 18 04:23:38 an423/an423 snmpd[10435]: Got trap from peer on fd 13
1137587018 2006.01.18 tbird-sm1 Jan 18 04:23:38 src@tbird-sm1 ib_sm.x[15679]: [ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
1137587019 2006.01.18 bn215 Jan 18 04:23:39 bn215/bn215 Server Administrator: Instrumentation Service EventID: 1053 Temperature sensor detected a warning value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: OK (Normal) Temperature sensor value (in Degrees Celsius): 10.0
1137587019 2006.01.18 bn215 Jan 18 04:23:39 bn215/bn215 snmpd[4146]: Got trap from peer on fd 13
1137587020 2006.01.18 dn512 Jan 18 04:23:40 dn512/dn512 ntpd[2284]: synchronized to 10.100.28.250, stratum 3
1137587021 2006.01.18 an138 Jan 18 04:23:41 an138/an138 Server Administrator: Instrumentation Service EventID: 1053 Temperature sensor detected a warning value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: OK (Normal) Temperature sensor value (in Degrees Celsius): 10.0
1137587021 2006.01.18 an138 Jan 18 04:23:41 an138/an138 snmpd[16678]: Got trap from peer on fd 13
1137587022 2006.01.18 #25# Jan 18 04:23:42 #25#/#25# kernel: LustreError: 19697:0:(socknal_lib-linux.c:813:ksocknal_lib_connect_sock()) Error -115 connecting 10.100.28.251/1023 -> 10.0.4.80/988
1137587022 2006.01.18 dn507 Jan 18 04:23:42 dn507/dn507 ntpd[2269]: synchronized to 10.100.26.250, stratum 3
1137587022 2006.01.18 tbird-sm1 Jan 18 04:23:42 src@tbird-sm1 ib_sm.x[15679]: [ib_sm_sweep.c:1455]: No topology change
1137587022 2006.01.18 tbird-sm1 Jan 18 04:23:42 src@tbird-sm1 ib_sm.x[15679]: [ib_sm_sweep.c:1482]: No configuration change required
1137587024 2006.01.18 bn269 Jan 18 04:23:44 bn269/bn269 Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
1137587024 2006.01.18 bn269 Jan 18 04:23:44 bn269/bn269 snmpd[2008]: Got trap from peer on fd 13
1137587024 2006.01.18 #9# Jan 18 04:23:44 #9#/#9# kernel: LustreError: 6238:0:(events.c:61:request_out_callback()) @@@ type 8, status 19 #316#@00000101818fec00 x7338826/t0 o8->#695#@NID_ca880_UUID:6 lens 240/272 ref 2 fl Rpc:/0/0 rc 0/0
1137587024 2006.01.18 #9# Jan 18 04:23:44 #9#/#9# kernel: LustreError: 6238:0:(events.c:61:request_out_callback()) previously skipped 57 similar messages
1137587027 2006.01.18 bn629 Jan 18 04:23:47 bn629/bn629 ntpd[2286]: synchronized to 10.100.8.250, stratum 3
1137587029 2006.01.18 an144 Jan 18 04:23:49 an144/an144 Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
1137587029 2006.01.18 an144 Jan 18 04:23:49 an144/an144 snmpd[22750]: Got trap from peer on fd 13
1137587033 2006.01.18 tbird-sm1 Jan 18 04:23:53 src@tbird-sm1 ib_sm.x[15679]: [ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
1137587034 2006.01.18 #32# Jan 18 04:23:54 #32#/#32# kernel: LustreError: 20653:0:(lib-move.c:1510:lib_api_put()) Error sending PUT to 0xa000450: 19
1137587034 2006.01.18 #32# Jan 18 04:23:54 #32#/#32# kernel: LustreError: 20653:0:(lib-move.c:1510:lib_api_put()) previously skipped 48 similar messages
1137587035 2006.01.18 an218 Jan 18 04:23:55 an218/an218 Server Administrator: Instrumentation Service EventID: 1053 Temperature sensor detected a warning value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: OK (Normal) Temperature sensor value (in Degrees Celsius): 10.0
1137587035 2006.01.18 an218 Jan 18 04:23:55 an218/an218 snmpd[24041]: Got trap from peer on fd 13
1137587035 2006.01.18 bn6 Jan 18 04:23:55 bn6/bn6 ntpd[2275]: synchronized to 10.100.14.250, stratum 3
1137587037 2006.01.18 bn924 Jan 18 04:23:57 bn924/bn924 ntpd[2295]: synchronized to 10.100.8.250, stratum 3
1137587037 2006.01.18 dn405 Jan 18 04:23:57 dn405/dn405 ntpd[2283]: synchronized to 10.100.30.250, stratum 3
1137587037 2006.01.18 tbird-sm1 Jan 18 04:23:57 src@tbird-sm1 ib_sm.x[15679]: [ib_sm_sweep.c:1455]: No topology change
1137587037 2006.01.18 tbird-sm1 Jan 18 04:23:57 src@tbird-sm1 ib_sm.x[15679]: [ib_sm_sweep.c:1482]: No configuration change required
1137587038 2006.01.18 an178 Jan 18 04:23:58 an178/an178 Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
1137587038 2006.01.18 an178 Jan 18 04:23:58 an178/an178 snmpd[22574]: Got trap from peer on fd 13
1137587040 2006.01.18 dn964 Jan 18 04:24:00 dn964/dn964 ntpd[2270]: synchronized to 10.100.26.250, stratum 3
1137587043 2006.01.18 bn143 Jan 18 04:24:03 bn143/bn143 ntpd[2281]: synchronized to 10.100.14.250, stratum 3
1137587044 2006.01.18 bn319 Jan 18 04:24:04 bn319/bn319 Server Administrator: Instrumentation Service EventID: 1053 Temperature sensor detected a warning value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: OK (Normal) Temperature sensor value (in Degrees Celsius): 10.0
1137587044 2006.01.18 bn319 Jan 18 04:24:04 bn319/bn319 snmpd[8504]: Got trap from peer on fd 13
1137587046 2006.01.18 dn107 Jan 18 04:24:06 dn107/dn107 ntpd[2272]: synchronized to 10.100.30.250, stratum 3
1137587047 2006.01.18 bn271 Jan 18 04:24:07 bn271/bn271 Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
1137587047 2006.01.18 bn271 Jan 18 04:24:07 bn271/bn271 snmpd[8063]: Got trap from peer on fd 13
1137587047 2006.01.18 dn804 Jan 18 04:24:07 dn804/dn804 ntpd[2282]: synchronized to 10.100.28.250, stratum 3
1137587048 2006.01.18 an351 Jan 18 04:24:08 an351/an351 Server Administrator: Instrumentation Service EventID: 1053 Temperature sensor detected a warning value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: OK (Normal) Temperature sensor value (in Degrees Celsius): 10.0
1137587048 2006.01.18 an351 Jan 18 04:24:08 an351/an351 snmpd[11283]: Got trap from peer on fd 13
1137587048 2006.01.18 an71 Jan 18 04:24:08 an71/an71 Server Administrator: Instrumentation Service EventID: 1053 Temperature sensor detected a warning value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: OK (Normal) Temperature sensor value (in Degrees Celsius): 10.0
1137587048 2006.01.18 an71 Jan 18 04:24:08 an71/an71 snmpd[22697]: Got trap from peer on fd 13
1137587048 2006.01.18 tbird-sm1 Jan 18 04:24:08 src@tbird-sm1 ib_sm.x[15679]: [ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
1137587049 2006.01.18 bn599 Jan 18 04:24:09 bn599/bn599 ntpd[2272]: synchronized to 10.100.14.250, stratum 3
1137587052 2006.01.18 an144 Jan 18 04:24:12 an144/an144 Server Administrator: Instrumentation Service EventID: 1053 Temperature sensor detected a warning value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: OK (Normal) Temperature sensor value (in Degrees Celsius): 10.0
1137587052 2006.01.18 an144 Jan 18 04:24:12 an144/an144 snmpd[22750]: Got trap from peer on fd 13
1137587052 2006.01.18 tbird-sm1 Jan 18 04:24:12 src@tbird-sm1 ib_sm.x[15679]: [ib_sm_sweep.c:1455]: No topology change
1137587052 2006.01.18 tbird-sm1 Jan 18 04:24:12 src@tbird-sm1 ib_sm.x[15679]: [ib_sm_sweep.c:1482]: No configuration change required
1137587054 2006.01.18 an23 Jan 18 04:24:14 an23/an23 Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
1137587054 2006.01.18 an23 Jan 18 04:24:14 an23/an23 snmpd[22665]: Got trap from peer on fd 13
1137587054 2006.01.18 bn222 Jan 18 04:24:14 bn222/bn222 Server Administrator: Instrumentation Service EventID: 1053 Temperature sensor detected a warning value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: OK (Normal) Temperature sensor value (in Degrees Celsius): 10.0
1137587054 2006.01.18 bn222 Jan 18 04:24:14 bn222/bn222 snmpd[2006]: Got trap from peer on fd 13
1137587058 2006.01.18 an218 Jan 18 04:24:18 an218/an218 Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
1137587058 2006.01.18 an218 Jan 18 04:24:18 an218/an218 snmpd[24041]: Got trap from peer on fd 13
1137587058 2006.01.18 dn227 Jan 18 04:24:18 dn227/dn227 ntpd[2277]: synchronized to 10.100.30.250, stratum 3
1137587061 2006.01.18 an178 Jan 18 04:24:21 an178/an178 Server Administrator: Instrumentation Service EventID: 1053 Temperature sensor detected a warning value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: OK (Normal) Temperature sensor value (in Degrees Celsius): 10.0
1137587061 2006.01.18 an178 Jan 18 04:24:21 an178/an178 snmpd[22574]: Got trap from peer on fd 13
1137587063 2006.01.18 tbird-sm1 Jan 18 04:24:23 src@tbird-sm1 ib_sm.x[15679]: [ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
1137587066 2006.01.18 dn141 Jan 18 04:24:26 dn141/dn141 ntpd[2274]: synchronized to 10.100.28.250, stratum 3
1137587067 2006.01.18 bn641 Jan 18 04:24:27 bn641/bn641 ntpd[2268]: synchronized to 10.100.8.250, stratum 3
1137587067 2006.01.18 tbird-sm1 Jan 18 04:24:27 src@tbird-sm1 ib_sm.x[15679]: [ib_sm_sweep.c:1455]: No topology change
1137587067 2006.01.18 tbird-sm1 Jan 18 04:24:27 src@tbird-sm1 ib_sm.x[15679]: [ib_sm_sweep.c:1482]: No configuration change required
1137587070 2006.01.18 bn271 Jan 18 04:24:30 bn271/bn271 Server Administrator: Instrumentation Service EventID: 1053 Temperature sensor detected a warning value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: OK (Normal) Temperature sensor value (in Degrees Celsius): 10.0
1137587070 2006.01.18 bn271 Jan 18 04:24:30 bn271/bn271 snmpd[8063]: Got trap from peer on fd 13
1137587070 2006.01.18 bn814 Jan 18 04:24:30 bn814/bn814 ntpd[2277]: synchronized to 10.100.12.250, stratum 3
1137587071 2006.01.18 bn269 Jan 18 04:24:31 bn269/bn269 Server Administrator: Instrumentation Service EventID: 1053 Temperature sensor detected a warning value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: OK (Normal) Temperature sensor value (in Degrees Celsius): 10.0
1137587071 2006.01.18 bn269 Jan 18 04:24:31 bn269/bn269 snmpd[2008]: Got trap from peer on fd 13
1137587072 2006.01.18 bn566 Jan 18 04:24:32 bn566/bn566 ntpd[2282]: synchronized to 10.100.8.250, stratum 3
1137587072 2006.01.18 bn837 Jan 18 04:24:32 bn837/bn837 ntpd[2271]: synchronized to 10.100.12.250, stratum 3
1137587073 2006.01.18 bn125 Jan 18 04:24:33 bn125/bn125 ntpd[2268]: synchronized to 10.100.14.250, stratum 3
1137587075 2006.01.18 bn813 Jan 18 04:24:35 bn813/bn813 ntpd[2275]: synchronized to 10.100.14.250, stratum 3
1137587077 2006.01.18 an23 Jan 18 04:24:37 an23/an23 Server Administrator: Instrumentation Service EventID: 1053 Temperature sensor detected a warning value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: OK (Normal) Temperature sensor value (in Degrees Celsius): 10.0
1137587077 2006.01.18 an23 Jan 18 04:24:37 an23/an23 snmpd[22665]: Got trap from peer on fd 13
1137587078 2006.01.18 tbird-sm1 Jan 18 04:24:38 src@tbird-sm1 ib_sm.x[15679]: [ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
1137587081 2006.01.18 bn57 Jan 18 04:24:41 bn57/bn57 ntpd[2284]: synchronized to 10.100.10.250, stratum 3
1137587082 2006.01.18 tbird-sm1 Jan 18 04:24:42 src@tbird-sm1 ib_sm.x[15679]: [ib_sm_sweep.c:1455]: No topology change
1137587082 2006.01.18 tbird-sm1 Jan 18 04:24:42 src@tbird-sm1 ib_sm.x[15679]: [ib_sm_sweep.c:1482]: No configuration change required
1137587084 2006.01.18 an174 Jan 18 04:24:44 an174/an174 Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
1137587084 2006.01.18 an174 Jan 18 04:24:44 an174/an174 snmpd[22839]: Got trap from peer on fd 13
1137587085 2006.01.18 bn791 Jan 18 04:24:45 bn791/bn791 ntpd[2262]: synchronized to 10.100.12.250, stratum 3
1137587090 2006.01.18 bn342 Jan 18 04:24:50 bn342/bn342 ntpd[2288]: synchronized to 10.100.8.250, stratum 3
1137587090 2006.01.18 bn554 Jan 18 04:24:50 bn554/bn554 ntpd[2293]: synchronized to 10.100.12.250, stratum 3
1137587091 2006.01.18 bn319 Jan 18 04:24:51 bn319/bn319 Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
1137587091 2006.01.18 bn319 Jan 18 04:24:51 bn319/bn319 snmpd[8504]: Got trap from peer on fd 13
1137587093 2006.01.18 tbird-sm1 Jan 18 04:24:53 src@tbird-sm1 ib_sm.x[15679]: [ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
1137587094 2006.01.18 an71 Jan 18 04:24:54 an71/an71 Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
1137587094 2006.01.18 an71 Jan 18 04:24:54 an71/an71 snmpd[22697]: Got trap from peer on fd 13
1137587094 2006.01.18 #9# Jan 18 04:24:54 #9#/#9# kernel: LustreError: 6191:0:(socknal_lib-linux.c:813:ksocknal_lib_connect_sock()) Error -113 connecting 10.100.16.251/1023 -> 10.0.4.80/988
1137587094 2006.01.18 #9# Jan 18 04:24:54 #9#/#9# kernel: LustreError: 6238:0:(client.c:945:ptlrpc_expire_one_request()) @@@ timeout (sent at 1137583449, 45s ago) #316#@000001016c1e3800 x7338887/t0 o8->#695#@NID_ca880_UUID:6 lens 240/272 ref 1 fl Rpc:/0/0 rc 0/0
1137587094 2006.01.18 #9# Jan 18 04:24:54 #9#/#9# kernel: LustreError: 6238:0:(client.c:945:ptlrpc_expire_one_request()) previously skipped 57 similar messages
1137587094 2006.01.18 #9# Jan 18 04:24:54 #9#/#9# kernel: LustreError: Host 10.0.4.80 was unreachable; the network or that node may be down, or Lustre may be misconfigured.
1137587094 2006.01.18 #9# Jan 18 04:24:54 #9#/#9# kernel: LustreError: previously skipped 1 similar messages
1137587097 2006.01.18 bn50 Jan 18 04:24:57 bn50/bn50 ntpd[2287]: synchronized to 10.100.12.250, stratum 3
1137587097 2006.01.18 tbird-sm1 Jan 18 04:24:57 src@tbird-sm1 ib_sm.x[15679]: [ib_sm_sweep.c:1455]: No topology change
1137587097 2006.01.18 tbird-sm1 Jan 18 04:24:57 src@tbird-sm1 ib_sm.x[15679]: [ib_sm_sweep.c:1482]: No configuration change required
1137587098 2006.01.18 bn877 Jan 18 04:24:58 bn877/bn877 ntpd[2286]: synchronized to 10.100.8.250, stratum 3
1137587101 2006.01.18 bn848 Jan 18 04:25:01 bn848/bn848 ntpd[2275]: synchronized to 10.100.8.250, stratum 3
1137587105 2006.01.18 dn91 Jan 18 04:25:05 dn91/dn91 ntpd[2273]: synchronized to 10.100.24.250, stratum 3
1137587106 2006.01.18 bn968 Jan 18 04:25:06 bn968/bn968 ntpd[2290]: synchronized to 10.100.8.250, stratum 3
1137587106 2006.01.18 dn593 Jan 18 04:25:06 dn593/dn593 ntpd[2278]: synchronized to 10.100.28.250, stratum 3
1137587106 2006.01.18 dn91 Jan 18 04:25:06 dn91/dn91 ntpd[2273]: synchronized to 10.100.30.250, stratum 3
1137587107 2006.01.18 an174 Jan 18 04:25:07 an174/an174 Server Administrator: Instrumentation Service EventID: 1053 Temperature sensor detected a warning value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: OK (Normal) Temperature sensor value (in Degrees Celsius): 10.0
1137587107 2006.01.18 an174 Jan 18 04:25:07 an174/an174 snmpd[22839]: Got trap from peer on fd 13
1137587108 2006.01.18 tbird-sm1 Jan 18 04:25:08 src@tbird-sm1 ib_sm.x[15679]: [ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
1137587111 2006.01.18 cn151 Jan 18 04:25:11 cn151/cn151 kernel: THH(1): mnt_projects/sysapps/src/ib/topspin/topspin-src-3.2.0-16/third_party/thca4_linux/kernel/mlxhh/thh/obj_host_amd64_custom1_rhel4/mod_thh/hob.c[2353]: XHH_hob_query: Device in FATAL state
1137587112 2006.01.18 tbird-sm1 Jan 18 04:25:12 src@tbird-sm1 ib_sm.x[15679]: [ib_sm_sweep.c:1455]: No topology change
1137587112 2006.01.18 tbird-sm1 Jan 18 04:25:12 src@tbird-sm1 ib_sm.x[15679]: [ib_sm_sweep.c:1482]: No configuration change required
1137587114 2006.01.18 bn319 Jan 18 04:25:14 bn319/bn319 Server Administrator: Instrumentation Service EventID: 1053 Temperature sensor detected a warning value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: OK (Normal) Temperature sensor value (in Degrees Celsius): 10.0
1137587114 2006.01.18 bn319 Jan 18 04:25:14 bn319/bn319 snmpd[8504]: Got trap from peer on fd 13
1137587121 2006.01.18 an144 Jan 18 04:25:21 an144/an144 Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
1137587121 2006.01.18 an144 Jan 18 04:25:21 an144/an144 snmpd[22750]: Got trap from peer on fd 13
1137587122 2006.01.18 bn849 Jan 18 04:25:22 bn849/bn849 ntpd[2275]: synchronized to 10.100.12.250, stratum 3
1137587123 2006.01.18 bn222 Jan 18 04:25:23 bn222/bn222 Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
1137587123 2006.01.18 bn222 Jan 18 04:25:23 bn222/bn222 snmpd[2006]: Got trap from peer on fd 13
1137587123 2006.01.18 tbird-sm1 Jan 18 04:25:23 src@tbird-sm1 ib_sm.x[15679]: [ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
1137587124 2006.01.18 an198 Jan 18 04:25:24 an198/an198 Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
1137587124 2006.01.18 an198 Jan 18 04:25:24 an198/an198 snmpd[19798]: Got trap from peer on fd 13
1137587127 2006.01.18 tbird-sm1 Jan 18 04:25:27 src@tbird-sm1 ib_sm.x[15679]: [ib_sm_sweep.c:1455]: No topology change
1137587127 2006.01.18 tbird-sm1 Jan 18 04:25:27 src@tbird-sm1 ib_sm.x[15679]: [ib_sm_sweep.c:1482]: No configuration change required
1137587128 2006.01.18 dn593 Jan 18 04:25:28 dn593/dn593 ntpd[2278]: synchronized to 10.100.30.250, stratum 3
1137587130 2006.01.18 an174 Jan 18 04:25:30 an174/an174 Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
1137587130 2006.01.18 an174 Jan 18 04:25:30 an174/an174 snmpd[22839]: Got trap from peer on fd 13
1137587131 2006.01.18 dn347 Jan 18 04:25:31 dn347/dn347 ntpd[2269]: synchronized to 10.100.30.250, stratum 3
1137587132 2006.01.18 bn278 Jan 18 04:25:32 bn278/bn278 Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
1137587132 2006.01.18 bn278 Jan 18 04:25:32 bn278/bn278 snmpd[2009]: Got trap from peer on fd 13
1137587134 2006.01.18 an423 Jan 18 04:25:34 an423/an423 Server Administrator: Instrumentation Service EventID: 1053 Temperature sensor detected a warning value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: OK (Normal) Temperature sensor value (in Degrees Celsius): 10.0
1137587134 2006.01.18 an423 Jan 18 04:25:34 an423/an423 snmpd[10435]: Got trap from peer on fd 13
1137587134 2006.01.18 #32# Jan 18 04:25:34 #32#/#32# kernel: LustreError: 20628:0:(socknal_lib-linux.c:813:ksocknal_lib_connect_sock()) Error -115 connecting 10.100.20.251/1023 -> 10.0.4.80/988
1137587134 2006.01.18 #32# Jan 18 04:25:34 #32#/#32# kernel: LustreError: Unexpected error -115 connecting to host 10.0.4.80 on port 988
1137587134 2006.01.18 #32# Jan 18 04:25:34 #32#/#32# kernel: LustreError: previously skipped 4 similar messages
1137587135 2006.01.18 bn45 Jan 18 04:25:35 bn45/bn45 ntpd[2280]: synchronized to 10.100.8.250, stratum 3
1137587135 2006.01.18 bn959 Jan 18 04:25:35 bn959/bn959 ntpd[2274]: synchronized to 10.100.10.250, stratum 3
1137587138 2006.01.18 tbird-sm1 Jan 18 04:25:38 src@tbird-sm1 ib_sm.x[15679]: [ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
1137587139 2006.01.18 bn271 Jan 18 04:25:39 bn271/bn271 Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
1137587139 2006.01.18 bn271 Jan 18 04:25:39 bn271/bn271 snmpd[8063]: Got trap from peer on fd 13
1137587139 2006.01.18 bn778 Jan 18 04:25:39 bn778/bn778 ntpd[2293]: synchronized to 10.100.8.250, stratum 3
1137587139 2006.01.18 #33# Jan 18 04:25:39 #33#/#33# kernel: LustreError: 31430:0:(socknal_lib-linux.c:813:ksocknal_lib_connect_sock()) Error -115 connecting 10.100.24.251/1023 -> 10.0.4.80/988
1137587140 2006.01.18 bn269 Jan 18 04:25:40 bn269/bn269 Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
1137587140 2006.01.18 bn269 Jan 18 04:25:40 bn269/bn269 snmpd[2008]: Got trap from peer on fd 13
1137587140 2006.01.18 bn656 Jan 18 04:25:40 bn656/bn656 ntpd[2263]: synchronized to 10.100.14.250, stratum 3
1137587141 2006.01.18 an183 Jan 18 04:25:41 an183/an183 Server Administrator: Instrumentation Service EventID: 1052 Temperature sensor returned to a normal value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: Non-Critical (Warning) Temperature sensor value (in Degrees Celsius): 11.0
1137587141 2006.01.18 an183 Jan 18 04:25:41 an183/an183 snmpd[22975]: Got trap from peer on fd 13
1137587141 2006.01.18 bn617 Jan 18 04:25:41 bn617/bn617 ntpd[2293]: synchronized to 10.100.14.250, stratum 3
1137587141 2006.01.18 dn1014 Jan 18 04:25:41 dn1014/dn1014 ntpd[2271]: synchronized to 10.100.24.250, stratum 3
1137587142 2006.01.18 tbird-sm1 Jan 18 04:25:42 src@tbird-sm1 ib_sm.x[15679]: [ib_sm_sweep.c:1455]: No topology change
1137587142 2006.01.18 tbird-sm1 Jan 18 04:25:42 src@tbird-sm1 ib_sm.x[15679]: [ib_sm_sweep.c:1482]: No configuration change required
1137587143 2006.01.18 bn77 Jan 18 04:25:43 bn77/bn77 ntpd[2264]: synchronized to 10.100.10.250, stratum 3
1137587145 2006.01.18 an144 Jan 18 04:25:45 an144/an144 Server Administrator: Instrumentation Service EventID: 1053 Temperature sensor detected a warning value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: OK (Normal) Temperature sensor value (in Degrees Celsius): 10.0
1137587145 2006.01.18 an144 Jan 18 04:25:45 an144/an144 snmpd[22750]: Got trap from peer on fd 13
1137587146 2006.01.18 bn222 Jan 18 04:25:46 bn222/bn222 Server Administrator: Instrumentation Service EventID: 1053 Temperature sensor detected a warning value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: OK (Normal) Temperature sensor value (in Degrees Celsius): 10.0
1137587146 2006.01.18 bn222 Jan 18 04:25:46 bn222/bn222 snmpd[2006]: Got trap from peer on fd 13
1137587147 2006.01.18 #25# Jan 18 04:25:47 #25#/#25# kernel: LustreError: 19697:0:(socknal_cb.c:2103:ksocknal_autoconnect()) Deleting packet type 1 len 240 (0xa641cfb 10.100.28.251->0xa000450 10.100.28.251)
1137587147 2006.01.18 #25# Jan 18 04:25:47 #25#/#25# kernel: LustreError: 19697:0:(socknal_cb.c:2103:ksocknal_autoconnect()) previously skipped 23 similar messages
1137587147 2006.01.18 #25# Jan 18 04:25:47 #25#/#25# kernel: LustreError: 19697:0:(socknal_lib-linux.c:813:ksocknal_lib_connect_sock()) Error -115 connecting 10.100.28.251/1023 -> 10.0.4.80/988
1137587147 2006.01.18 dn991 Jan 18 04:25:47 dn991/dn991 ntpd[2289]: synchronized to 10.100.26.250, stratum 3
1137587150 2006.01.18 an218 Jan 18 04:25:50 an218/an218 Server Administrator: Instrumentation Service EventID: 1053 Temperature sensor detected a warning value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: OK (Normal) Temperature sensor value (in Degrees Celsius): 10.0
1137587150 2006.01.18 an218 Jan 18 04:25:50 an218/an218 snmpd[24041]: Got trap from peer on fd 13
1137587150 2006.01.18 bn208 Jan 18 04:25:50 bn208/bn208 Server Administrator: Instrumentation Service EventID: 1053 Temperature sensor detected a warning value Sensor location: BMC Ambient Temp Chassis location: Main System Chassis Previous state was: OK (Normal) Temperature sensor value (in Degrees Celsius): 10.0
1137587150 2006.01.18 bn208 Jan 18 04:25:50 bn208/bn208 snmpd[8398]: Got trap from peer on fd 13
1137587150 2006.01.18 bn605 Jan 18 04:25:50 bn605/bn605 ntpd[2283]: synchronized to 10.100.8.250, stratum 3
1137587152 2006.01.18 bn200 Jan 18 04:25:52 bn200/bn200 ntpd[2286]: synchronized to 10.100.14.250, stratum 3
