- 1131908423 2005.11.13 dn20 Nov 13 11:00:23 dn20/dn20 ntpd[2249]: synchronized to 10.100.30.250, stratum 3
- 1131910285 2005.11.13 dn1000 Nov 13 11:31:25 dn1000/dn1000 ntpd[2262]: synchronized to 10.100.26.250, stratum 3
- 1131910292 2005.11.13 dn582 Nov 13 11:31:32 dn582/dn582 ntpd[10186]: synchronized to 10.100.28.250, stratum 3
- 1131910294 2005.11.13 dn116 Nov 13 11:31:34 dn116/dn116 ntpd[2241]: synchronized to 10.100.26.250, stratum 3
- 1131910295 2005.11.13 dn174 Nov 13 11:31:35 dn174/dn174 ntpd[2257]: synchronized to 10.100.24.250, stratum 3
- 1131910300 2005.11.13 dn599 Nov 13 11:31:40 dn599/dn599 ntpd[2246]: synchronized to 10.100.30.250, stratum 3
- 1131910302 2005.11.13 dn658 Nov 13 11:31:42 dn658/dn658 ntpd[2248]: synchronized to 10.100.24.250, stratum 3
- 1131910312 2005.11.13 dn134 Nov 13 11:31:52 dn134/dn134 ntpd[2257]: synchronized to 10.100.28.250, stratum 3
- 1131910312 2005.11.13 dn63 Nov 13 11:31:52 dn63/dn63 ntpd[2261]: synchronized to 10.100.28.250, stratum 3
- 1131910316 2005.11.13 dn505 Nov 13 11:31:56 dn505/dn505 ntpd[2248]: synchronized to 10.100.28.250, stratum 3
- 1131910317 2005.11.13 dn641 Nov 13 11:31:57 dn641/dn641 ntpd[2247]: synchronized to 10.100.28.250, stratum 3
- 1131910317 2005.11.13 dn877 Nov 13 11:31:57 dn877/dn877 ntpd[2257]: synchronized to 10.100.28.250, stratum 3
- 1131910321 2005.11.13 dn138 Nov 13 11:32:01 dn138/dn138 ntpd[2246]: synchronized to 10.100.26.250, stratum 3
- 1131910321 2005.11.13 dn222 Nov 13 11:32:01 dn222/dn222 ntpd[2257]: synchronized to 10.100.30.250, stratum 3
- 1131910326 2005.11.13 dn1012 Nov 13 11:32:06 dn1012/dn1012 ntpd[2258]: synchronized to 10.100.24.250, stratum 3
- 1131910328 2005.11.13 dn147 Nov 13 11:32:08 dn147/dn147 ntpd[10158]: synchronized to 10.100.24.250, stratum 3
- 1131910329 2005.11.13 dn853 Nov 13 11:32:09 dn853/dn853 ntpd[2261]: synchronized to 10.100.24.250, stratum 3
- 1131910330 2005.11.13 dn69 Nov 13 11:32:10 dn69/dn69 ntpd[2247]: synchronized to 10.100.30.250, stratum 3
- 1131910336 2005.11.13 dn389 Nov 13 11:32:16 dn389/dn389 ntpd[2258]: synchronized to 10.100.26.250, stratum 3
- 1131910337 2005.11.13 dn882 Nov 13 11:32:17 dn882/dn882 ntpd[2247]: synchronized to 10.100.24.250, stratum 3
- 1131910338 2005.11.13 dn309 Nov 13 11:32:18 dn309/dn309 ntpd[2260]: synchronized to 10.100.28.250, stratum 3
- 1131910338 2005.11.13 dn878 Nov 13 11:32:18 dn878/dn878 ntpd[2247]: synchronized to 10.100.24.250, stratum 3
- 1131910342 2005.11.13 dn1020 Nov 13 11:32:22 dn1020/dn1020 ntpd[2259]: synchronized to 10.100.28.250, stratum 3
- 1131910344 2005.11.13 dn1020 Nov 13 11:32:24 dn1020/dn1020 ntpd[2259]: synchronized to 10.100.26.250, stratum 3
- 1131910345 2005.11.13 dn191 Nov 13 11:32:25 dn191/dn191 ntpd[2256]: synchronized to 10.100.30.250, stratum 3
- 1131910345 2005.11.13 dn470 Nov 13 11:32:25 dn470/dn470 ntpd[2258]: synchronized to 10.100.28.250, stratum 3
- 1131910350 2005.11.13 dn789 Nov 13 11:32:30 dn789/dn789 ntpd[2251]: synchronized to 10.100.28.250, stratum 3
- 1131910351 2005.11.13 dn748 Nov 13 11:32:31 dn748/dn748 ntpd[2249]: synchronized to 10.100.24.250, stratum 3
- 1131910354 2005.11.13 dn216 Nov 13 11:32:34 dn216/dn216 ntpd[2256]: synchronized to 10.100.26.250, stratum 3
- 1131910355 2005.11.13 dn362 Nov 13 11:32:35 dn362/dn362 ntpd[2245]: synchronized to 10.100.30.250, stratum 3
- 1131910358 2005.11.13 dn1013 Nov 13 11:32:38 dn1013/dn1013 ntpd[2251]: synchronized to 10.100.24.250, stratum 3
- 1131910359 2005.11.13 dn789 Nov 13 11:32:39 dn789/dn789 ntpd[2251]: synchronized to 10.100.26.250, stratum 3
- 1131910360 2005.11.13 dn981 Nov 13 11:32:40 dn981/dn981 ntpd[2263]: synchronized to 10.100.24.250, stratum 3
- 1131910363 2005.11.13 dn1003 Nov 13 11:32:43 dn1003/dn1003 ntpd[2249]: synchronized to 10.100.28.250, stratum 3
- 1131910364 2005.11.13 dn1008 Nov 13 11:32:44 dn1008/dn1008 ntpd[2258]: synchronized to 10.100.28.250, stratum 3
- 1131910368 2005.11.13 dn469 Nov 13 11:32:48 dn469/dn469 ntpd[2261]: synchronized to 10.100.24.250, stratum 3
- 1131910369 2005.11.13 dn187 Nov 13 11:32:49 dn187/dn187 ntpd[2258]: synchronized to 10.100.30.250, stratum 3
- 1131910371 2005.11.13 dn275 Nov 13 11:32:51 dn275/dn275 ntpd[2250]: synchronized to 10.100.28.250, stratum 3
- 1131910372 2005.11.13 dn954 Nov 13 11:32:52 dn954/dn954 ntpd[2248]: synchronized to 10.100.26.250, stratum 3
- 1131910376 2005.11.13 dn954 Nov 13 11:32:56 dn954/dn954 ntpd[2248]: synchronized to 10.100.28.250, stratum 3
- 1131910379 2005.11.13 dn772 Nov 13 11:32:59 dn772/dn772 ntpd[2249]: synchronized to 10.100.24.250, stratum 3
- 1131910380 2005.11.13 dn620 Nov 13 11:33:00 dn620/dn620 ntpd[2260]: synchronized to 10.100.24.250, stratum 3
- 1131910382 2005.11.13 dn38 Nov 13 11:33:02 dn38/dn38 ntpd[2263]: synchronized to 10.100.28.250, stratum 3
- 1131910384 2005.11.13 dn273 Nov 13 11:33:04 dn273/dn273 ntpd[2261]: synchronized to 10.100.24.250, stratum 3
- 1131910398 2005.11.13 dn369 Nov 13 11:33:18 dn369/dn369 ntpd[2257]: synchronized to 10.100.24.250, stratum 3
- 1131910399 2005.11.13 dn223 Nov 13 11:33:19 dn223/dn223 ntpd[2254]: synchronized to 10.100.26.250, stratum 3
- 1131910404 2005.11.13 dn995 Nov 13 11:33:24 dn995/dn995 ntpd[2258]: synchronized to 10.100.28.250, stratum 3
- 1131910407 2005.11.13 dn422 Nov 13 11:33:27 dn422/dn422 ntpd[2256]: synchronized to 10.100.30.250, stratum 3
- 1131910410 2005.11.13 dn445 Nov 13 11:33:30 dn445/dn445 ntpd[2258]: synchronized to 10.100.26.250, stratum 3
- 1131910416 2005.11.13 dn817 Nov 13 11:33:36 dn817/dn817 ntpd[2250]: synchronized to 10.100.28.250, stratum 3
- 1131910421 2005.11.13 dn645 Nov 13 11:33:41 dn645/dn645 ntpd[2257]: synchronized to 10.100.26.250, stratum 3
- 1131910425 2005.11.13 dn473 Nov 13 11:33:45 dn473/dn473 ntpd[2258]: synchronized to 10.100.24.250, stratum 3
- 1131910428 2005.11.13 dn183 Nov 13 11:33:48 dn183/dn183 ntpd[2256]: synchronized to 10.100.28.250, stratum 3
- 1131910429 2005.11.13 dn852 Nov 13 11:33:49 dn852/dn852 ntpd[2260]: synchronized to 10.100.28.250, stratum 3
- 1131910429 2005.11.13 dn879 Nov 13 11:33:49 dn879/dn879 ntpd[2257]: synchronized to 10.100.30.250, stratum 3
- 1131910434 2005.11.13 dn88 Nov 13 11:33:54 dn88/dn88 ntpd[2246]: synchronized to 10.100.26.250, stratum 3
- 1131910436 2005.11.13 dn367 Nov 13 11:33:56 dn367/dn367 ntpd[2245]: synchronized to 10.100.28.250, stratum 3
- 1131910436 2005.11.13 dn580 Nov 13 11:33:56 dn580/dn580 ntpd[2246]: synchronized to 10.100.26.250, stratum 3
- 1131910437 2005.11.13 dn756 Nov 13 11:33:57 dn756/dn756 ntpd[2248]: synchronized to 10.100.28.250, stratum 3
- 1131910439 2005.11.13 dn766 Nov 13 11:33:59 dn766/dn766 ntpd[2248]: synchronized to 10.100.24.250, stratum 3
- 1131910447 2005.11.13 dn553 Nov 13 11:34:07 dn553/dn553 ntpd[10064]: synchronized to 10.100.24.250, stratum 3
- 1131910451 2005.11.13 dn979 Nov 13 11:34:11 dn979/dn979 ntpd[2258]: synchronized to 10.100.26.250, stratum 3
- 1131910457 2005.11.13 dn982 Nov 13 11:34:17 dn982/dn982 ntpd[2258]: synchronized to 10.100.26.250, stratum 3
- 1131910459 2005.11.13 dn74 Nov 13 11:34:19 dn74/dn74 ntpd[2258]: synchronized to 10.100.30.250, stratum 3
- 1131910461 2005.11.13 dn117 Nov 13 11:34:21 dn117/dn117 ntpd[2261]: synchronized to 10.100.28.250, stratum 3
