- 1141650625 2006.03.06 dn163 Mar 6 05:10:25 dn163/dn163 ntpd[2269]: synchronized to 10.100.30.250, stratum 3
- 1141652101 2006.03.06 dn1015 Mar 6 05:35:01 dn1015/dn1015 ntpd[2278]: synchronized to 10.100.26.250, stratum 3
- 1141652101 2006.03.06 dn479 Mar 6 05:35:01 dn479/dn479 ntpd[2277]: synchronized to 10.100.26.250, stratum 3
- 1141652103 2006.03.06 dn195 Mar 6 05:35:03 dn195/dn195 ntpd[2280]: synchronized to 10.100.26.250, stratum 3
- 1141652106 2006.03.06 dn459 Mar 6 05:35:06 dn459/dn459 ntpd[2266]: synchronized to 10.100.26.250, stratum 3
- 1141652108 2006.03.06 dn300 Mar 6 05:35:08 dn300/dn300 ntpd[2277]: synchronized to 10.100.26.250, stratum 3
- 1141652110 2006.03.06 dn590 Mar 6 05:35:10 dn590/dn590 ntpd[2276]: synchronized to 10.100.28.250, stratum 3
- 1141652112 2006.03.06 dn399 Mar 6 05:35:12 dn399/dn399 ntpd[2280]: synchronized to 10.100.24.250, stratum 3
- 1141652112 2006.03.06 dn599 Mar 6 05:35:12 dn599/dn599 ntpd[2263]: synchronized to 10.100.26.250, stratum 3
- 1141652114 2006.03.06 dn935 Mar 6 05:35:14 dn935/dn935 ntpd[2274]: synchronized to 10.100.30.250, stratum 3
- 1141652116 2006.03.06 dn986 Mar 6 05:35:16 dn986/dn986 ntpd[2275]: synchronized to 10.100.26.250, stratum 3
- 1141652117 2006.03.06 dn811 Mar 6 05:35:17 dn811/dn811 ntpd[2277]: synchronized to 10.100.30.250, stratum 3
- 1141652120 2006.03.06 dn664 Mar 6 05:35:20 dn664/dn664 ntpd[2264]: synchronized to 10.100.24.250, stratum 3
- 1141652121 2006.03.06 dn228 Mar 6 05:35:21 dn228/dn228 ntpd[2269]: synchronized to 10.100.30.250, stratum 3
- 1141652125 2006.03.06 dn110 Mar 6 05:35:25 dn110/dn110 ntpd[2277]: synchronized to 10.100.30.250, stratum 3
- 1141652126 2006.03.06 dn774 Mar 6 05:35:26 dn774/dn774 ntpd[2273]: synchronized to 10.100.24.250, stratum 3
- 1141652128 2006.03.06 dn255 Mar 6 05:35:28 dn255/dn255 ntpd[2261]: synchronized to 10.100.26.250, stratum 3
- 1141652128 2006.03.06 dn820 Mar 6 05:35:28 dn820/dn820 ntpd[2273]: synchronized to 10.100.26.250, stratum 3
- 1141652129 2006.03.06 dn67 Mar 6 05:35:29 dn67/dn67 ntpd[2268]: synchronized to 10.100.28.250, stratum 3
- 1141652135 2006.03.06 dn677 Mar 6 05:35:35 dn677/dn677 ntpd[2273]: synchronized to 10.100.28.250, stratum 3
- 1141652139 2006.03.06 dn180 Mar 6 05:35:39 dn180/dn180 ntpd[2268]: synchronized to 10.100.24.250, stratum 3
- 1141652145 2006.03.06 dn676 Mar 6 05:35:45 dn676/dn676 ntpd[2275]: synchronized to 10.100.30.250, stratum 3
- 1141652151 2006.03.06 dn395 Mar 6 05:35:51 dn395/dn395 ntpd[2265]: synchronized to 10.100.30.250, stratum 3
- 1141652151 2006.03.06 dn800 Mar 6 05:35:51 dn800/dn800 ntpd[2273]: synchronized to 10.100.24.250, stratum 3
- 1141652158 2006.03.06 dn727 Mar 6 05:35:58 dn727/dn727 ntpd[2279]: synchronized to 10.100.24.250, stratum 3
- 1141652160 2006.03.06 dn655 Mar 6 05:36:00 dn655/dn655 ntpd[2264]: synchronized to 10.100.28.250, stratum 3
- 1141652165 2006.03.06 dn430 Mar 6 05:36:05 dn430/dn430 ntpd[2264]: synchronized to 10.100.28.250, stratum 3
- 1141652166 2006.03.06 dn411 Mar 6 05:36:06 dn411/dn411 ntpd[2276]: synchronized to 10.100.24.250, stratum 3
- 1141652171 2006.03.06 dn335 Mar 6 05:36:11 dn335/dn335 ntpd[2279]: synchronized to 10.100.26.250, stratum 3
- 1141652172 2006.03.06 dn60 Mar 6 05:36:12 dn60/dn60 ntpd[2277]: synchronized to 10.100.24.250, stratum 3
- 1141652173 2006.03.06 dn70 Mar 6 05:36:13 dn70/dn70 ntpd[2280]: synchronized to 10.100.24.250, stratum 3
- 1141652174 2006.03.06 dn393 Mar 6 05:36:14 dn393/dn393 ntpd[2275]: synchronized to 10.100.30.250, stratum 3
- 1141652175 2006.03.06 dn753 Mar 6 05:36:15 dn753/dn753 ntpd[2264]: synchronized to 10.100.24.250, stratum 3
- 1141652177 2006.03.06 dn140 Mar 6 05:36:17 dn140/dn140 ntpd[2278]: synchronized to 10.100.26.250, stratum 3
- 1141652177 2006.03.06 dn32 Mar 6 05:36:17 dn32/dn32 ntpd[2279]: synchronized to 10.100.28.250, stratum 3
- 1141652177 2006.03.06 dn933 Mar 6 05:36:17 dn933/dn933 ntpd[2276]: synchronized to 10.100.26.250, stratum 3
- 1141652179 2006.03.06 dn425 Mar 6 05:36:19 dn425/dn425 ntpd[2280]: synchronized to 10.100.26.250, stratum 3
- 1141652183 2006.03.06 dn948 Mar 6 05:36:23 dn948/dn948 ntpd[2275]: synchronized to 10.100.28.250, stratum 3
- 1141652184 2006.03.06 dn334 Mar 6 05:36:24 dn334/dn334 ntpd[2276]: synchronized to 10.100.24.250, stratum 3
- 1141652185 2006.03.06 dn480 Mar 6 05:36:25 dn480/dn480 ntpd[2279]: synchronized to 10.100.24.250, stratum 3
- 1141652189 2006.03.06 dn940 Mar 6 05:36:29 dn940/dn940 ntpd[2273]: synchronized to 10.100.26.250, stratum 3
- 1141652196 2006.03.06 dn368 Mar 6 05:36:36 dn368/dn368 ntpd[2277]: synchronized to 10.100.24.250, stratum 3
- 1141652199 2006.03.06 dn441 Mar 6 05:36:39 dn441/dn441 ntpd[2277]: synchronized to 10.100.28.250, stratum 3
- 1141652200 2006.03.06 dn655 Mar 6 05:36:40 dn655/dn655 ntpd[2264]: synchronized to 10.100.30.250, stratum 3
- 1141652206 2006.03.06 dn753 Mar 6 05:36:46 dn753/dn753 ntpd[2264]: synchronized to 10.100.30.250, stratum 3
- 1141652207 2006.03.06 dn802 Mar 6 05:36:47 dn802/dn802 ntpd[2262]: synchronized to 10.100.28.250, stratum 3
- 1141652213 2006.03.06 dn664 Mar 6 05:36:53 dn664/dn664 ntpd[2264]: synchronized to 10.100.28.250, stratum 3
- 1141652213 2006.03.06 dn966 Mar 6 05:36:53 dn966/dn966 ntpd[2274]: synchronized to 10.100.24.250, stratum 3
- 1141652213 2006.03.06 dn980 Mar 6 05:36:53 dn980/dn980 ntpd[2262]: synchronized to 10.100.30.250, stratum 3
- 1141652214 2006.03.06 dn768 Mar 6 05:36:54 dn768/dn768 ntpd[2273]: synchronized to 10.100.24.250, stratum 3
- 1141652217 2006.03.06 dn884 Mar 6 05:36:57 dn884/dn884 ntpd[2273]: synchronized to 10.100.26.250, stratum 3
- 1141652223 2006.03.06 dn288 Mar 6 05:37:03 dn288/dn288 ntpd[2277]: synchronized to 10.100.24.250, stratum 3
- 1141652237 2006.03.06 dn996 Mar 6 05:37:17 dn996/dn996 ntpd[2274]: synchronized to 10.100.28.250, stratum 3
- 1141652238 2006.03.06 dn613 Mar 6 05:37:18 dn613/dn613 ntpd[2276]: synchronized to 10.100.24.250, stratum 3
- 1141652250 2006.03.06 dn689 Mar 6 05:37:30 dn689/dn689 ntpd[2275]: synchronized to 10.100.24.250, stratum 3
- 1141652252 2006.03.06 dn880 Mar 6 05:37:32 dn880/dn880 ntpd[2274]: synchronized to 10.100.26.250, stratum 3
- 1141652253 2006.03.06 dn605 Mar 6 05:37:33 dn605/dn605 ntpd[2274]: synchronized to 10.100.28.250, stratum 3
- 1141652266 2006.03.06 dn592 Mar 6 05:37:46 dn592/dn592 ntpd[2274]: synchronized to 10.100.26.250, stratum 3
- 1141652267 2006.03.06 dn828 Mar 6 05:37:47 dn828/dn828 ntpd[2277]: synchronized to 10.100.30.250, stratum 3
- 1141652269 2006.03.06 dn872 Mar 6 05:37:49 dn872/dn872 ntpd[2263]: synchronized to 10.100.24.250, stratum 3
- 1141652273 2006.03.06 dn711 Mar 6 05:37:53 dn711/dn711 ntpd[2274]: synchronized to 10.100.28.250, stratum 3
- 1141652274 2006.03.06 dn300 Mar 6 05:37:54 dn300/dn300 ntpd[2277]: synchronized to 10.100.28.250, stratum 3
- 1141652274 2006.03.06 dn939 Mar 6 05:37:54 dn939/dn939 ntpd[2265]: synchronized to 10.100.24.250, stratum 3
- 1141652277 2006.03.06 dn872 Mar 6 05:37:57 dn872/dn872 ntpd[2263]: synchronized to 10.100.26.250, stratum 3
- 1141652280 2006.03.06 dn157 Mar 6 05:38:00 dn157/dn157 ntpd[2277]: synchronized to 10.100.26.250, stratum 3
- 1141652280 2006.03.06 dn468 Mar 6 05:38:00 dn468/dn468 ntpd[2276]: synchronized to 10.100.30.250, stratum 3
- 1141652282 2006.03.06 dn554 Mar 6 05:38:02 dn554/dn554 ntpd[2276]: synchronized to 10.100.24.250, stratum 3
- 1141652293 2006.03.06 dn710 Mar 6 05:38:13 dn710/dn710 ntpd[2275]: synchronized to 10.100.28.250, stratum 3
- 1141652295 2006.03.06 dn93 Mar 6 05:38:15 dn93/dn93 ntpd[2278]: synchronized to 10.100.30.250, stratum 3
- 1141652301 2006.03.06 dn602 Mar 6 05:38:21 dn602/dn602 ntpd[2264]: synchronized to 10.100.24.250, stratum 3
- 1141652306 2006.03.06 dn766 Mar 6 05:38:26 dn766/dn766 ntpd[2268]: synchronized to 10.100.30.250, stratum 3
- 1141652326 2006.03.06 dn812 Mar 6 05:38:46 dn812/dn812 ntpd[2273]: synchronized to 10.100.30.250, stratum 3
- 1141652336 2006.03.06 dn935 Mar 6 05:38:56 dn935/dn935 ntpd[2274]: synchronized to 10.100.26.250, stratum 3
- 1141652338 2006.03.06 dn901 Mar 6 05:38:58 dn901/dn901 ntpd[2095]: synchronized to 10.100.30.250, stratum 3
- 1141652338 2006.03.06 dn915 Mar 6 05:38:58 dn915/dn915 ntpd[2273]: synchronized to 10.100.26.250, stratum 3
- 1141652346 2006.03.06 dn629 Mar 6 05:39:06 dn629/dn629 ntpd[2273]: synchronized to 10.100.24.250, stratum 3
- 1141652353 2006.03.06 dn400 Mar 6 05:39:13 dn400/dn400 ntpd[2275]: synchronized to 10.100.30.250, stratum 3
- 1141652353 2006.03.06 dn976 Mar 6 05:39:13 dn976/dn976 ntpd[2267]: synchronized to 10.100.28.250, stratum 3
- 1141652354 2006.03.06 dn621 Mar 6 05:39:14 dn621/dn621 ntpd[2275]: synchronized to 10.100.30.250, stratum 3
- 1141652356 2006.03.06 dn409 Mar 6 05:39:16 dn409/dn409 ntpd[2276]: synchronized to 10.100.24.250, stratum 3
- 1141652360 2006.03.06 dn456 Mar 6 05:39:20 dn456/dn456 ntpd[2275]: synchronized to 10.100.26.250, stratum 3
- 1141652360 2006.03.06 dn614 Mar 6 05:39:20 dn614/dn614 ntpd[2273]: synchronized to 10.100.30.250, stratum 3
- 1141652361 2006.03.06 dn171 Mar 6 05:39:21 dn171/dn171 ntpd[2277]: synchronized to 10.100.26.250, stratum 3
- 1141652365 2006.03.06 dn623 Mar 6 05:39:25 dn623/dn623 ntpd[2274]: synchronized to 10.100.28.250, stratum 3
- 1141652371 2006.03.06 dn366 Mar 6 05:39:31 dn366/dn366 ntpd[2277]: synchronized to 10.100.30.250, stratum 3
