- 1131566463 2005.11.09 cn142 Nov 9 12:01:03 cn142/cn142 ntpd[7467]: synchronized to 10.100.20.250, stratum 3
- 1131567591 2005.11.09 bn645 Nov 9 12:19:51 bn645/bn645 ntpd[23720]: synchronized to 10.100.16.250, stratum 3
- 1131567595 2005.11.09 bn578 Nov 9 12:19:55 bn578/bn578 ntpd[11145]: synchronized to 10.100.20.250, stratum 3
- 1131567596 2005.11.09 bn180 Nov 9 12:19:56 bn180/bn180 ntpd[22332]: synchronized to 10.100.16.250, stratum 3
- 1131567599 2005.11.09 cn834 Nov 9 12:19:59 cn834/cn834 ntpd[28063]: synchronized to 10.100.18.250, stratum 3
- 1131567604 2005.11.09 cn291 Nov 9 12:20:04 cn291/cn291 ntpd[24257]: synchronized to 10.100.22.250, stratum 3
- 1131567604 2005.11.09 cn990 Nov 9 12:20:04 cn990/cn990 ntpd[18995]: synchronized to 10.100.20.250, stratum 3
- 1131567605 2005.11.09 bn667 Nov 9 12:20:05 bn667/bn667 ntpd[23803]: synchronized to 10.100.18.250, stratum 3
- 1131567607 2005.11.09 cn52 Nov 9 12:20:07 cn52/cn52 ntpd[15522]: synchronized to 10.100.20.250, stratum 3
- 1131567611 2005.11.09 bn808 Nov 9 12:20:11 bn808/bn808 ntpd[24037]: synchronized to 10.100.20.250, stratum 3
- 1131567611 2005.11.09 cn203 Nov 9 12:20:11 cn203/cn203 ntpd[19827]: synchronized to 10.100.18.250, stratum 3
- 1131567612 2005.11.09 cn891 Nov 9 12:20:12 cn891/cn891 ntpd[28934]: synchronized to 10.100.18.250, stratum 3
- 1131567614 2005.11.09 bn100 Nov 9 12:20:14 bn100/bn100 ntpd[22734]: synchronized to 10.100.18.250, stratum 3
- 1131567614 2005.11.09 bn468 Nov 9 12:20:14 bn468/bn468 ntpd[29128]: synchronized to 10.100.22.250, stratum 3
- 1131567614 2005.11.09 cn796 Nov 9 12:20:14 cn796/cn796 ntpd[28577]: synchronized to 10.100.20.250, stratum 3
- 1131567614 2005.11.09 cn813 Nov 9 12:20:14 cn813/cn813 ntpd[28705]: synchronized to 10.100.18.250, stratum 3
- 1131567615 2005.11.09 bn13 Nov 9 12:20:15 bn13/bn13 ntpd[24627]: synchronized to 10.100.16.250, stratum 3
- 1131567618 2005.11.09 bn100 Nov 9 12:20:18 bn100/bn100 ntpd[22734]: synchronized to 10.100.20.250, stratum 3
- 1131567618 2005.11.09 bn922 Nov 9 12:20:18 bn922/bn922 ntpd[25106]: synchronized to 10.100.14.250, stratum 3
- 1131567618 2005.11.09 cn645 Nov 9 12:20:18 cn645/cn645 ntpd[19062]: synchronized to 10.100.16.250, stratum 3
- 1131567619 2005.11.09 bn62 Nov 9 12:20:19 bn62/bn62 ntpd[22043]: synchronized to 10.100.20.250, stratum 3
- 1131567622 2005.11.09 bn642 Nov 9 12:20:22 bn642/bn642 ntpd[22338]: synchronized to 10.100.16.250, stratum 3
- 1131567622 2005.11.09 bn889 Nov 9 12:20:22 bn889/bn889 ntpd[24455]: synchronized to 10.100.18.250, stratum 3
- 1131567624 2005.11.09 bn468 Nov 9 12:20:24 bn468/bn468 ntpd[29128]: synchronized to 10.100.18.250, stratum 3
- 1131567626 2005.11.09 cn850 Nov 9 12:20:26 cn850/cn850 ntpd[28230]: synchronized to 10.100.16.250, stratum 3
- 1131567631 2005.11.09 cn767 Nov 9 12:20:31 cn767/cn767 ntpd[30341]: synchronized to 10.100.18.250, stratum 3
- 1131567634 2005.11.09 cn160 Nov 9 12:20:34 cn160/cn160 ntpd[9830]: synchronized to 10.100.16.250, stratum 3
- 1131567636 2005.11.09 cn822 Nov 9 12:20:36 cn822/cn822 ntpd[28661]: synchronized to 10.100.20.250, stratum 3
- 1131567638 2005.11.09 bn547 Nov 9 12:20:38 bn547/bn547 ntpd[32225]: synchronized to 10.100.10.250, stratum 3
- 1131567639 2005.11.09 bn871 Nov 9 12:20:39 bn871/bn871 ntpd[25011]: synchronized to 10.100.16.250, stratum 3
- 1131567641 2005.11.09 cn283 Nov 9 12:20:41 cn283/cn283 ntpd[14517]: synchronized to 10.100.18.250, stratum 3
- 1131567642 2005.11.09 bn655 Nov 9 12:20:42 bn655/bn655 ntpd[23914]: synchronized to 10.100.16.250, stratum 3
- 1131567643 2005.11.09 cn667 Nov 9 12:20:43 cn667/cn667 ntpd[18540]: synchronized to 10.100.16.250, stratum 3
- 1131567643 2005.11.09 cn714 Nov 9 12:20:43 cn714/cn714 ntpd[18847]: synchronized to 10.100.16.250, stratum 3
- 1131567647 2005.11.09 cn740 Nov 9 12:20:47 cn740/cn740 ntpd[28764]: synchronized to 10.100.20.250, stratum 3
- 1131567649 2005.11.09 cn165 Nov 9 12:20:49 cn165/cn165 ntpd[10214]: synchronized to 10.100.20.250, stratum 3
- 1131567649 2005.11.09 cn991 Nov 9 12:20:49 cn991/cn991 ntpd[18491]: synchronized to 10.100.20.250, stratum 3
- 1131567653 2005.11.09 bn989 Nov 9 12:20:53 bn989/bn989 ntpd[14380]: synchronized to 10.100.10.250, stratum 3
- 1131567655 2005.11.09 bn537 Nov 9 12:20:55 bn537/bn537 ntpd[29747]: synchronized to 10.100.12.250, stratum 3
- 1131567656 2005.11.09 cn412 Nov 9 12:20:56 cn412/cn412 ntpd[13006]: synchronized to 10.100.20.250, stratum 3
- 1131567657 2005.11.09 bn27 Nov 9 12:20:57 bn27/bn27 ntpd[22307]: synchronized to 10.100.20.250, stratum 3
- 1131567658 2005.11.09 bn743 Nov 9 12:20:58 bn743/bn743 ntpd[22740]: synchronized to 10.100.22.250, stratum 3
- 1131567659 2005.11.09 bn889 Nov 9 12:20:59 bn889/bn889 ntpd[24455]: synchronized to 10.100.20.250, stratum 3
- 1131567660 2005.11.09 cn598 Nov 9 12:21:00 cn598/cn598 ntpd[18790]: synchronized to 10.100.22.250, stratum 3
- 1131567664 2005.11.09 bn316 Nov 9 12:21:04 bn316/bn316 ntpd[29439]: synchronized to 10.100.22.250, stratum 3
- 1131567665 2005.11.09 bn111 Nov 9 12:21:05 bn111/bn111 ntpd[24530]: synchronized to 10.100.10.250, stratum 3
- 1131567666 2005.11.09 bn350 Nov 9 12:21:06 bn350/bn350 ntpd[29477]: synchronized to 10.100.8.250, stratum 3
- 1131567671 2005.11.09 bn181 Nov 9 12:21:11 bn181/bn181 ntpd[22064]: synchronized to 10.100.22.250, stratum 3
- 1131567672 2005.11.09 cn301 Nov 9 12:21:12 cn301/cn301 ntpd[22898]: synchronized to 10.100.20.250, stratum 3
- 1131567675 2005.11.09 bn567 Nov 9 12:21:15 bn567/bn567 ntpd[30178]: synchronized to 10.100.10.250, stratum 3
- 1131567675 2005.11.09 cn300 Nov 9 12:21:15 cn300/cn300 ntpd[24356]: synchronized to 10.100.16.250, stratum 3
- 1131567680 2005.11.09 bn47 Nov 9 12:21:20 bn47/bn47 ntpd[21837]: synchronized to 10.100.16.250, stratum 3
- 1131567680 2005.11.09 bn67 Nov 9 12:21:20 bn67/bn67 ntpd[22559]: synchronized to 10.100.20.250, stratum 3
- 1131567680 2005.11.09 bn914 Nov 9 12:21:20 bn914/bn914 ntpd[25026]: synchronized to 10.100.18.250, stratum 3
- 1131567681 2005.11.09 bn901 Nov 9 12:21:21 bn901/bn901 ntpd[25872]: synchronized to 10.100.22.250, stratum 3
- 1131567685 2005.11.09 cn290 Nov 9 12:21:25 cn290/cn290 ntpd[23984]: synchronized to 10.100.22.250, stratum 3
- 1131567694 2005.11.09 bn35 Nov 9 12:21:34 bn35/bn35 ntpd[22710]: synchronized to 10.100.12.250, stratum 3
- 1131567700 2005.11.09 bn200 Nov 9 12:21:40 bn200/bn200 ntpd[22120]: synchronized to 10.100.16.250, stratum 3
- 1131567701 2005.11.09 bn977 Nov 9 12:21:41 bn977/bn977 ntpd[14424]: synchronized to 10.100.22.250, stratum 3
- 1131567704 2005.11.09 bn402 Nov 9 12:21:44 bn402/bn402 ntpd[28883]: synchronized to 10.100.16.250, stratum 3
- 1131567704 2005.11.09 cn83 Nov 9 12:21:44 cn83/cn83 ntpd[19800]: synchronized to 10.100.22.250, stratum 3
- 1131567705 2005.11.09 cn488 Nov 9 12:21:45 cn488/cn488 ntpd[15809]: synchronized to 10.100.22.250, stratum 3
- 1131567705 2005.11.09 cn517 Nov 9 12:21:45 cn517/cn517 ntpd[15846]: synchronized to 10.100.20.250, stratum 3
- 1131567711 2005.11.09 cn801 Nov 9 12:21:51 cn801/cn801 ntpd[13641]: synchronized to 10.100.16.250, stratum 3
- 1131567714 2005.11.09 bn958 Nov 9 12:21:54 bn958/bn958 ntpd[15752]: synchronized to 10.100.16.250, stratum 3
- 1131567718 2005.11.09 bn743 Nov 9 12:21:58 bn743/bn743 ntpd[22740]: synchronized to 10.100.18.250, stratum 3
- 1131567719 2005.11.09 cn402 Nov 9 12:21:59 cn402/cn402 ntpd[13156]: synchronized to 10.100.18.250, stratum 3
- 1131567719 2005.11.09 cn732 Nov 9 12:21:59 cn732/cn732 ntpd[28512]: synchronized to 10.100.16.250, stratum 3
- 1131567719 2005.11.09 cn732 Nov 9 12:21:59 cn732/cn732 ntpd[28512]: synchronized to 10.100.18.250, stratum 3
- 1131567726 2005.11.09 cn310 Nov 9 12:22:06 cn310/cn310 ntpd[24087]: synchronized to 10.100.18.250, stratum 3
- 1131567728 2005.11.09 bn27 Nov 9 12:22:08 bn27/bn27 ntpd[22307]: synchronized to 10.100.18.250, stratum 3
- 1131567729 2005.11.09 cn403 Nov 9 12:22:09 cn403/cn403 ntpd[13134]: synchronized to 10.100.16.250, stratum 3
- 1131567729 2005.11.09 cn877 Nov 9 12:22:09 cn877/cn877 ntpd[29971]: synchronized to 10.100.20.250, stratum 3
- 1131567730 2005.11.09 bn409 Nov 9 12:22:10 bn409/bn409 ntpd[29300]: synchronized to 10.100.16.250, stratum 3
- 1131567730 2005.11.09 bn832 Nov 9 12:22:10 bn832/bn832 ntpd[21672]: synchronized to 10.100.20.250, stratum 3
- 1131567731 2005.11.09 cn36 Nov 9 12:22:11 cn36/cn36 ntpd[17540]: synchronized to 10.100.16.250, stratum 3
- 1131567733 2005.11.09 cn56 Nov 9 12:22:13 cn56/cn56 ntpd[14753]: synchronized to 10.100.22.250, stratum 3
- 1131567733 2005.11.09 cn953 Nov 9 12:22:13 cn953/cn953 ntpd[19786]: synchronized to 10.100.16.250, stratum 3
- 1131567736 2005.11.09 cn384 Nov 9 12:22:16 cn384/cn384 ntpd[9655]: synchronized to 10.100.16.250, stratum 3
- 1131567736 2005.11.09 cn561 Nov 9 12:22:16 cn561/cn561 ntpd[17708]: synchronized to 10.100.16.250, stratum 3
- 1131567740 2005.11.09 cn68 Nov 9 12:22:20 cn68/cn68 ntpd[14667]: synchronized to 10.100.20.250, stratum 3
- 1131567748 2005.11.09 cn214 Nov 9 12:22:28 cn214/cn214 ntpd[23901]: synchronized to 10.100.20.250, stratum 3
- 1131567748 2005.11.09 cn357 Nov 9 12:22:28 cn357/cn357 ntpd[9795]: synchronized to 10.100.18.250, stratum 3
- 1131567748 2005.11.09 cn767 Nov 9 12:22:28 cn767/cn767 ntpd[30341]: synchronized to 10.100.22.250, stratum 3
- 1131567749 2005.11.09 cn181 Nov 9 12:22:29 cn181/cn181 ntpd[10728]: synchronized to 10.100.20.250, stratum 3
- 1131567749 2005.11.09 cn327 Nov 9 12:22:29 cn327/cn327 ntpd[23021]: synchronized to 10.100.18.250, stratum 3
- 1131567749 2005.11.09 cn384 Nov 9 12:22:29 cn384/cn384 ntpd[9655]: synchronized to 10.100.22.250, stratum 3
- 1131567751 2005.11.09 bn648 Nov 9 12:22:31 bn648/bn648 ntpd[23995]: synchronized to 10.100.22.250, stratum 3
- 1131567751 2005.11.09 cn269 Nov 9 12:22:31 cn269/cn269 ntpd[12178]: synchronized to 10.100.18.250, stratum 3
- 1131567751 2005.11.09 cn859 Nov 9 12:22:31 cn859/cn859 ntpd[28794]: synchronized to 10.100.18.250, stratum 3
- 1131567753 2005.11.09 cn92 Nov 9 12:22:33 cn92/cn92 ntpd[19774]: synchronized to 10.100.22.250, stratum 3
- 1131567755 2005.11.09 cn92 Nov 9 12:22:35 cn92/cn92 ntpd[19774]: synchronized to 10.100.18.250, stratum 3
- 1131567759 2005.11.09 cn838 Nov 9 12:22:39 cn838/cn838 ntpd[28059]: synchronized to 10.100.18.250, stratum 3
- 1131567761 2005.11.09 cn776 Nov 9 12:22:41 cn776/cn776 ntpd[2246]: synchronized to 10.100.18.250, stratum 3
- 1131567763 2005.11.09 cn1011 Nov 9 12:22:43 cn1011/cn1011 ntpd[19603]: synchronized to 10.100.22.250, stratum 3
- 1131567766 2005.11.09 bn537 Nov 9 12:22:46 bn537/bn537 ntpd[29747]: synchronized to 10.100.14.250, stratum 3
- 1131567767 2005.11.09 cn772 Nov 9 12:22:47 cn772/cn772 ntpd[27879]: synchronized to 10.100.16.250, stratum 3
- 1131567768 2005.11.09 cn107 Nov 9 12:22:48 cn107/cn107 ntpd[19686]: synchronized to 10.100.16.250, stratum 3
- 1131567770 2005.11.09 bn768 Nov 9 12:22:50 bn768/bn768 ntpd[23239]: synchronized to 10.100.20.250, stratum 3
- 1131567771 2005.11.09 cn136 Nov 9 12:22:51 cn136/cn136 ntpd[28840]: synchronized to 10.100.16.250, stratum 3
- 1131567779 2005.11.09 bn1020 Nov 9 12:22:59 bn1020/bn1020 ntpd[14937]: synchronized to 10.100.22.250, stratum 3
- 1131567783 2005.11.09 bn285 Nov 9 12:23:03 bn285/bn285 ntpd[23597]: synchronized to 10.100.14.250, stratum 3
- 1131567783 2005.11.09 cn283 Nov 9 12:23:03 cn283/cn283 ntpd[14517]: synchronized to 10.100.20.250, stratum 3
- 1131567783 2005.11.09 cn674 Nov 9 12:23:03 cn674/cn674 ntpd[18648]: synchronized to 10.100.16.250, stratum 3
- 1131567784 2005.11.09 cn364 Nov 9 12:23:04 cn364/cn364 ntpd[11149]: synchronized to 10.100.16.250, stratum 3
- 1131567785 2005.11.09 cn272 Nov 9 12:23:05 cn272/cn272 ntpd[12016]: synchronized to 10.100.16.250, stratum 3
- 1131567785 2005.11.09 cn434 Nov 9 12:23:05 cn434/cn434 ntpd[11533]: synchronized to 10.100.20.250, stratum 3
- 1131567790 2005.11.09 cn315 Nov 9 12:23:10 cn315/cn315 ntpd[23358]: synchronized to 10.100.18.250, stratum 3
- 1131567791 2005.11.09 bn825 Nov 9 12:23:11 bn825/bn825 ntpd[23041]: synchronized to 10.100.18.250, stratum 3
- 1131567796 2005.11.09 cn71 Nov 9 12:23:16 cn71/cn71 ntpd[14637]: synchronized to 10.100.20.250, stratum 3
- 1131567799 2005.11.09 bn1020 Nov 9 12:23:19 bn1020/bn1020 ntpd[14937]: synchronized to 10.100.18.250, stratum 3
- 1131567800 2005.11.09 cn717 Nov 9 12:23:20 cn717/cn717 ntpd[18846]: synchronized to 10.100.22.250, stratum 3
- 1131567801 2005.11.09 cn923 Nov 9 12:23:21 cn923/cn923 ntpd[28988]: synchronized to 10.100.18.250, stratum 3
- 1131567802 2005.11.09 bn413 Nov 9 12:23:22 bn413/bn413 ntpd[29462]: synchronized to 10.100.18.250, stratum 3
- 1131567804 2005.11.09 cn284 Nov 9 12:23:24 cn284/cn284 ntpd[13030]: synchronized to 10.100.16.250, stratum 3
- 1131567805 2005.11.09 bn816 Nov 9 12:23:25 bn816/bn816 ntpd[23184]: synchronized to 10.100.18.250, stratum 3
- 1131567807 2005.11.09 bn1020 Nov 9 12:23:27 bn1020/bn1020 ntpd[14937]: synchronized to 10.100.20.250, stratum 3
- 1131567812 2005.11.09 cn559 Nov 9 12:23:32 cn559/cn559 ntpd[17917]: synchronized to 10.100.20.250, stratum 3
- 1131567816 2005.11.09 cn548 Nov 9 12:23:36 cn548/cn548 ntpd[14756]: synchronized to 10.100.22.250, stratum 3
- 1131567817 2005.11.09 bn124 Nov 9 12:23:37 bn124/bn124 ntpd[22190]: synchronized to 10.100.22.250, stratum 3
- 1131567832 2005.11.09 cn848 Nov 9 12:23:52 cn848/cn848 ntpd[19294]: synchronized to 10.100.20.250, stratum 3
- 1131567835 2005.11.09 cn887 Nov 9 12:23:55 cn887/cn887 ntpd[28964]: synchronized to 10.100.20.250, stratum 3
- 1131567839 2005.11.09 cn556 Nov 9 12:23:59 cn556/cn556 ntpd[18435]: synchronized to 10.100.16.250, stratum 3
- 1131567840 2005.11.09 cn42 Nov 9 12:24:00 cn42/cn42 ntpd[16924]: synchronized to 10.100.18.250, stratum 3
- 1131567849 2005.11.09 cn42 Nov 9 12:24:09 cn42/cn42 ntpd[16924]: synchronized to 10.100.20.250, stratum 3
- 1131567850 2005.11.09 cn766 Nov 9 12:24:10 cn766/cn766 ntpd[27180]: synchronized to 10.100.16.250, stratum 3
- 1131567862 2005.11.09 cn134 Nov 9 12:24:22 cn134/cn134 ntpd[29019]: synchronized to 10.100.16.250, stratum 3
- 1131567863 2005.11.09 cn277 Nov 9 12:24:23 cn277/cn277 ntpd[12185]: synchronized to 10.100.18.250, stratum 3
- 1131567864 2005.11.09 bn180 Nov 9 12:24:24 bn180/bn180 ntpd[22332]: synchronized to 10.100.22.250, stratum 3
- 1131567867 2005.11.09 cn390 Nov 9 12:24:27 cn390/cn390 ntpd[10152]: synchronized to 10.100.16.250, stratum 3
- 1131567871 2005.11.09 bn53 Nov 9 12:24:31 bn53/bn53 ntpd[22743]: synchronized to 10.100.18.250, stratum 3
- 1131567872 2005.11.09 cn92 Nov 9 12:24:32 cn92/cn92 ntpd[19774]: synchronized to 10.100.20.250, stratum 3
- 1131567874 2005.11.09 bn385 Nov 9 12:24:34 bn385/bn385 ntpd[29353]: synchronized to 10.100.14.250, stratum 3
- 1131567877 2005.11.09 cn869 Nov 9 12:24:37 cn869/cn869 ntpd[28146]: synchronized to 10.100.18.250, stratum 3
- 1131567879 2005.11.09 bn871 Nov 9 12:24:39 bn871/bn871 ntpd[25011]: synchronized to 10.100.18.250, stratum 3
- 1131567885 2005.11.09 bn872 Nov 9 12:24:45 bn872/bn872 ntpd[25564]: synchronized to 10.100.20.250, stratum 3
- 1131567885 2005.11.09 cn339 Nov 9 12:24:45 cn339/cn339 ntpd[12503]: synchronized to 10.100.16.250, stratum 3
- 1131567892 2005.11.09 bn737 Nov 9 12:24:52 bn737/bn737 ntpd[22834]: synchronized to 10.100.18.250, stratum 3
- 1131567893 2005.11.09 cn580 Nov 9 12:24:53 cn580/cn580 ntpd[18522]: synchronized to 10.100.22.250, stratum 3
- 1131567894 2005.11.09 bn574 Nov 9 12:24:54 bn574/bn574 ntpd[26708]: synchronized to 10.100.16.250, stratum 3
- 1131567900 2005.11.09 cn607 Nov 9 12:25:00 cn607/cn607 ntpd[18219]: synchronized to 10.100.20.250, stratum 3
- 1131567901 2005.11.09 bn736 Nov 9 12:25:01 bn736/bn736 ntpd[2357]: synchronized to 10.100.22.250, stratum 3
- 1131567902 2005.11.09 bn138 Nov 9 12:25:02 bn138/bn138 ntpd[10870]: synchronized to 10.100.18.250, stratum 3
- 1131567905 2005.11.09 cn237 Nov 9 12:25:05 cn237/cn237 ntpd[10309]: synchronized to 10.100.16.250, stratum 3
- 1131567908 2005.11.09 bn890 Nov 9 12:25:08 bn890/bn890 ntpd[24682]: synchronized to 10.100.16.250, stratum 3
- 1131567909 2005.11.09 bn766 Nov 9 12:25:09 bn766/bn766 ntpd[23292]: synchronized to 10.100.16.250, stratum 3
- 1131567911 2005.11.09 cn45 Nov 9 12:25:11 cn45/cn45 ntpd[15365]: synchronized to 10.100.16.250, stratum 3
- 1131567912 2005.11.09 bn316 Nov 9 12:25:12 bn316/bn316 ntpd[29439]: synchronized to 10.100.18.250, stratum 3
- 1131567918 2005.11.09 cn83 Nov 9 12:25:18 cn83/cn83 ntpd[19800]: synchronized to 10.100.18.250, stratum 3
- 1131567920 2005.11.09 cn133 Nov 9 12:25:20 cn133/cn133 ntpd[25606]: synchronized to 10.100.16.250, stratum 3
- 1131567922 2005.11.09 cn1013 Nov 9 12:25:22 cn1013/cn1013 ntpd[19492]: synchronized to 10.100.22.250, stratum 3
- 1131567923 2005.11.09 cn91 Nov 9 12:25:23 cn91/cn91 ntpd[19566]: synchronized to 10.100.16.250, stratum 3
- 1131567926 2005.11.09 bn567 Nov 9 12:25:26 bn567/bn567 ntpd[30178]: synchronized to 10.100.12.250, stratum 3
- 1131567936 2005.11.09 bn115 Nov 9 12:25:36 bn115/bn115 ntpd[22400]: synchronized to 10.100.22.250, stratum 3
- 1131567936 2005.11.09 cn346 Nov 9 12:25:36 cn346/cn346 ntpd[12656]: synchronized to 10.100.22.250, stratum 3
- 1131567945 2005.11.09 cn12 Nov 9 12:25:45 cn12/cn12 ntpd[14571]: synchronized to 10.100.18.250, stratum 3
- 1131567948 2005.11.09 bn438 Nov 9 12:25:48 bn438/bn438 ntpd[29106]: synchronized to 10.100.10.250, stratum 3
- 1131567950 2005.11.09 cn178 Nov 9 12:25:50 cn178/cn178 ntpd[9824]: synchronized to 10.100.20.250, stratum 3
- 1131567951 2005.11.09 bn115 Nov 9 12:25:51 bn115/bn115 ntpd[22400]: synchronized to 10.100.16.250, stratum 3
- 1131567951 2005.11.09 cn584 Nov 9 12:25:51 cn584/cn584 ntpd[18597]: synchronized to 10.100.20.250, stratum 3
- 1131567953 2005.11.09 cn548 Nov 9 12:25:53 cn548/cn548 ntpd[14756]: synchronized to 10.100.20.250, stratum 3
- 1131567954 2005.11.09 bn901 Nov 9 12:25:54 bn901/bn901 ntpd[25872]: synchronized to 10.100.16.250, stratum 3
- 1131567955 2005.11.09 bn85 Nov 9 12:25:55 bn85/bn85 ntpd[23096]: synchronized to 10.100.16.250, stratum 3
- 1131567957 2005.11.09 bn611 Nov 9 12:25:57 bn611/bn611 ntpd[25826]: synchronized to 10.100.20.250, stratum 3
- 1131567957 2005.11.09 cn447 Nov 9 12:25:57 cn447/cn447 ntpd[11766]: synchronized to 10.100.22.250, stratum 3
- 1131567960 2005.11.09 bn253 Nov 9 12:26:00 bn253/bn253 ntpd[23014]: synchronized to 10.100.16.250, stratum 3
- 1131567960 2005.11.09 cn407 Nov 9 12:26:00 cn407/cn407 ntpd[12879]: synchronized to 10.100.16.250, stratum 3
- 1131567961 2005.11.09 bn896 Nov 9 12:26:01 bn896/bn896 ntpd[25284]: synchronized to 10.100.10.250, stratum 3
- 1131567963 2005.11.09 bn857 Nov 9 12:26:03 bn857/bn857 ntpd[31082]: synchronized to 10.100.16.250, stratum 3
- 1131567963 2005.11.09 cn553 Nov 9 12:26:03 cn553/cn553 ntpd[14696]: synchronized to 10.100.18.250, stratum 3
- 1131567965 2005.11.09 cn447 Nov 9 12:26:05 cn447/cn447 ntpd[11766]: synchronized to 10.100.16.250, stratum 3
- 1131567966 2005.11.09 bn3 Nov 9 12:26:06 bn3/bn3 ntpd[22869]: synchronized to 10.100.22.250, stratum 3
- 1131567969 2005.11.09 cn447 Nov 9 12:26:09 cn447/cn447 ntpd[11766]: synchronized to 10.100.20.250, stratum 3
- 1131567974 2005.11.09 bn415 Nov 9 12:26:14 bn415/bn415 ntpd[28452]: synchronized to 10.100.16.250, stratum 3
- 1131567978 2005.11.09 cn971 Nov 9 12:26:18 cn971/cn971 ntpd[19726]: synchronized to 10.100.16.250, stratum 3
- 1131567980 2005.11.09 cn405 Nov 9 12:26:20 cn405/cn405 ntpd[13155]: synchronized to 10.100.16.250, stratum 3
- 1131567981 2005.11.09 bn180 Nov 9 12:26:21 bn180/bn180 ntpd[22332]: synchronized to 10.100.18.250, stratum 3
- 1131567982 2005.11.09 bn896 Nov 9 12:26:22 bn896/bn896 ntpd[25284]: synchronized to 10.100.14.250, stratum 3
- 1131567985 2005.11.09 cn1008 Nov 9 12:26:25 cn1008/cn1008 ntpd[18675]: synchronized to 10.100.18.250, stratum 3
- 1131567990 2005.11.09 cn596 Nov 9 12:26:30 cn596/cn596 ntpd[19175]: synchronized to 10.100.16.250, stratum 3
- 1131567993 2005.11.09 bn177 Nov 9 12:26:33 bn177/bn177 ntpd[21975]: synchronized to 10.100.16.250, stratum 3
- 1131567993 2005.11.09 bn569 Nov 9 12:26:33 bn569/bn569 ntpd[23229]: synchronized to 10.100.20.250, stratum 3
- 1131567993 2005.11.09 cn321 Nov 9 12:26:33 cn321/cn321 ntpd[23556]: synchronized to 10.100.20.250, stratum 3
- 1131567993 2005.11.09 cn865 Nov 9 12:26:33 cn865/cn865 ntpd[28684]: synchronized to 10.100.20.250, stratum 3
- 1131567994 2005.11.09 bn922 Nov 9 12:26:34 bn922/bn922 ntpd[25106]: synchronized to 10.100.12.250, stratum 3
- 1131567996 2005.11.09 cn687 Nov 9 12:26:36 cn687/cn687 ntpd[19296]: synchronized to 10.100.18.250, stratum 3
- 1131567998 2005.11.09 an895 Nov 9 12:26:38 an895/an895 ntpd[2066]: synchronized to 10.100.14.250, stratum 3
- 1131568000 2005.11.09 cn84 Nov 9 12:26:40 cn84/cn84 ntpd[19714]: synchronized to 10.100.18.250, stratum 3
- 1131568001 2005.11.09 bn801 Nov 9 12:26:41 bn801/bn801 ntpd[23830]: synchronized to 10.100.18.250, stratum 3
- 1131568002 2005.11.09 bn697 Nov 9 12:26:42 bn697/bn697 ntpd[21419]: synchronized to 10.100.16.250, stratum 3
- 1131568002 2005.11.09 bn856 Nov 9 12:26:42 bn856/bn856 ntpd[30507]: synchronized to 10.100.16.250, stratum 3
- 1131568002 2005.11.09 cn1013 Nov 9 12:26:42 cn1013/cn1013 ntpd[19492]: synchronized to 10.100.18.250, stratum 3
- 1131568004 2005.11.09 cn708 Nov 9 12:26:44 cn708/cn708 ntpd[3219]: synchronized to 10.100.16.250, stratum 3
- 1131568004 2005.11.09 cn807 Nov 9 12:26:44 cn807/cn807 ntpd[28528]: synchronized to 10.100.16.250, stratum 3
- 1131568004 2005.11.09 cn900 Nov 9 12:26:44 cn900/cn900 ntpd[27975]: synchronized to 10.100.22.250, stratum 3
- 1131568013 2005.11.09 cn551 Nov 9 12:26:53 cn551/cn551 ntpd[15308]: synchronized to 10.100.16.250, stratum 3
- 1131568015 2005.11.09 bn13 Nov 9 12:26:55 bn13/bn13 ntpd[24627]: synchronized to 10.100.22.250, stratum 3
- 1131568017 2005.11.09 bn664 Nov 9 12:26:57 bn664/bn664 ntpd[23876]: synchronized to 10.100.18.250, stratum 3
- 1131568017 2005.11.09 cn89 Nov 9 12:26:57 cn89/cn89 ntpd[19837]: synchronized to 10.100.22.250, stratum 3
- 1131568018 2005.11.09 bn864 Nov 9 12:26:58 bn864/bn864 ntpd[29799]: synchronized to 10.100.16.250, stratum 3
- 1131568018 2005.11.09 cn89 Nov 9 12:26:58 cn89/cn89 ntpd[19837]: synchronized to 10.100.18.250, stratum 3
- 1131568019 2005.11.09 bn13 Nov 9 12:26:59 bn13/bn13 ntpd[24627]: synchronized to 10.100.18.250, stratum 3
- 1131568019 2005.11.09 bn856 Nov 9 12:26:59 bn856/bn856 ntpd[30507]: synchronized to 10.100.22.250, stratum 3
- 1131568019 2005.11.09 cn89 Nov 9 12:26:59 cn89/cn89 ntpd[19837]: synchronized to 10.100.20.250, stratum 3
- 1131568021 2005.11.09 bn736 Nov 9 12:27:01 bn736/bn736 ntpd[2357]: synchronized to 10.100.16.250, stratum 3
- 1131568021 2005.11.09 cn117 Nov 9 12:27:01 cn117/cn117 ntpd[20408]: synchronized to 10.100.20.250, stratum 3
- 1131568021 2005.11.09 cn831 Nov 9 12:27:01 cn831/cn831 ntpd[28106]: synchronized to 10.100.22.250, stratum 3
- 1131568022 2005.11.09 cn1011 Nov 9 12:27:02 cn1011/cn1011 ntpd[19603]: synchronized to 10.100.18.250, stratum 3
